Region,MetropolitanStatus,Exper,Educ,Race,WeeklyEarnings
Northeast,MetropolitanArea,37,8,NotBlack,97.34
Northeast,MetropolitanArea,34,13,NotBlack,629.63
Northeast,NotMetropolitanArea,19,13,NotBlack,712.25
South,MetropolitanArea,0,14,NotBlack,226.76
South,MetropolitanArea,0,12,NotBlack,64.58
Midwest,NotMetropolitanArea,7,12,NotBlack,379.87
South,MetropolitanArea,14,12,NotBlack,342.94
South,MetropolitanArea,9,12,NotBlack,712.25
West,MetropolitanArea,38,12,NotBlack,503.91
Midwest,MetropolitanArea,6,13,NotBlack,522.32
South,MetropolitanArea,7,12,Black,333.33
West,MetropolitanArea,27,17,Black,1187.08
South,MetropolitanArea,22,13,NotBlack,332.38
South,NotMetropolitanArea,43,8,Black,356.13
South,MetropolitanArea,3,12,NotBlack,273.03
Northeast,NotMetropolitanArea,3,17,NotBlack,474.83
South,MetropolitanArea,0,13,NotBlack,185.19
South,MetropolitanArea,22,12,Black,394.11
Northeast,MetropolitanArea,26,12,Black,201.8
West,NotMetropolitanArea,16,16,NotBlack,830.96
Northeast,MetropolitanArea,24,18,NotBlack,1709.4
South,MetropolitanArea,29,10,NotBlack,498.58
South,NotMetropolitanArea,13,12,NotBlack,475.55
South,NotMetropolitanArea,23,9,NotBlack,212.72
Midwest,MetropolitanArea,5,13,NotBlack,474.83
West,MetropolitanArea,15,18,NotBlack,1139.6
South,MetropolitanArea,12,12,NotBlack,439.22
Northeast,NotMetropolitanArea,10,14,NotBlack,347.22
Northeast,MetropolitanArea,10,18,NotBlack,2374.15
Northeast,MetropolitanArea,17,12,NotBlack,332.38
Northeast,MetropolitanArea,9,14,NotBlack,1009.02
West,MetropolitanArea,5,14,NotBlack,356.13
South,NotMetropolitanArea,18,14,NotBlack,735.99
West,MetropolitanArea,39,6,NotBlack,477.9
Northeast,MetropolitanArea,10,12,NotBlack,522.32
West,NotMetropolitanArea,16,12,NotBlack,534.19
Northeast,MetropolitanArea,20,18,NotBlack,2374.15
Northeast,MetropolitanArea,49,14,NotBlack,593.54
South,MetropolitanArea,40,14,NotBlack,714.09
Midwest,MetropolitanArea,40,8,NotBlack,808.71
Northeast,MetropolitanArea,17,14,NotBlack,593.54
South,MetropolitanArea,4,11,NotBlack,427.35
Midwest,MetropolitanArea,18,6,NotBlack,360.08
Midwest,MetropolitanArea,36,9,NotBlack,782.38
South,NotMetropolitanArea,4,12,Black,294.4
Northeast,MetropolitanArea,16,18,NotBlack,1685.66
Midwest,MetropolitanArea,11,16,NotBlack,783.48
South,NotMetropolitanArea,15,12,NotBlack,407.41
South,NotMetropolitanArea,12,12,NotBlack,422.35
South,NotMetropolitanArea,7,12,NotBlack,293.21
Midwest,MetropolitanArea,48,12,NotBlack,783.48
South,MetropolitanArea,39,12,NotBlack,644.12
West,MetropolitanArea,13,16,NotBlack,446.8
West,MetropolitanArea,11,13,NotBlack,493.83
West,MetropolitanArea,23,15,NotBlack,778.73
Midwest,MetropolitanArea,27,13,NotBlack,807.22
West,MetropolitanArea,6,14,NotBlack,379.87
South,NotMetropolitanArea,22,12,NotBlack,569.8
South,NotMetropolitanArea,14,14,NotBlack,605.72
Northeast,MetropolitanArea,15,12,NotBlack,1187.08
Midwest,NotMetropolitanArea,13,14,NotBlack,643.23
South,MetropolitanArea,13,12,Black,161.44
West,MetropolitanArea,27,6,NotBlack,688.51
West,MetropolitanArea,2,13,NotBlack,356.13
West,MetropolitanArea,5,12,NotBlack,232.88
Midwest,NotMetropolitanArea,8,16,NotBlack,308.64
Northeast,NotMetropolitanArea,36,12,NotBlack,907.88
Northeast,MetropolitanArea,11,13,NotBlack,356.13
South,MetropolitanArea,25,12,Black,712.25
Northeast,MetropolitanArea,18,8,Black,401.95
Midwest,MetropolitanArea,6,16,NotBlack,735.99
Midwest,MetropolitanArea,28,12,NotBlack,698.37
Midwest,MetropolitanArea,11,16,NotBlack,1094.28
South,MetropolitanArea,29,18,NotBlack,1187.08
Midwest,MetropolitanArea,16,16,NotBlack,1020.89
Northeast,MetropolitanArea,17,10,NotBlack,189.93
South,NotMetropolitanArea,20,12,NotBlack,688.51
Midwest,MetropolitanArea,6,18,NotBlack,949.67
West,NotMetropolitanArea,29,15,NotBlack,768.89
West,MetropolitanArea,9,9,NotBlack,296.3
South,NotMetropolitanArea,17,18,NotBlack,1130.1
South,NotMetropolitanArea,24,8,NotBlack,364.1
Midwest,NotMetropolitanArea,1,12,NotBlack,220.46
South,MetropolitanArea,9,12,NotBlack,389.86
South,MetropolitanArea,11,18,NotBlack,1023.5
Midwest,MetropolitanArea,16,14,NotBlack,64.3
Northeast,MetropolitanArea,11,12,NotBlack,593.54
South,MetropolitanArea,31,12,Black,593.54
West,MetropolitanArea,20,6,NotBlack,237.42
Midwest,MetropolitanArea,7,12,NotBlack,427.35
West,MetropolitanArea,4,14,NotBlack,273.03
South,NotMetropolitanArea,2,14,NotBlack,197.53
Northeast,MetropolitanArea,12,12,NotBlack,830.96
Midwest,NotMetropolitanArea,28,13,NotBlack,949.67
West,MetropolitanArea,21,17,NotBlack,830.96
South,MetropolitanArea,18,12,NotBlack,1163.34
Midwest,MetropolitanArea,10,16,NotBlack,735.99
Midwest,MetropolitanArea,16,6,NotBlack,432.1
Northeast,NotMetropolitanArea,19,12,NotBlack,1610.31
West,MetropolitanArea,15,12,NotBlack,546.06
Midwest,NotMetropolitanArea,4,12,NotBlack,141.61
West,MetropolitanArea,25,16,NotBlack,759.73
South,MetropolitanArea,10,16,NotBlack,1353.28
West,MetropolitanArea,23,16,NotBlack,890.31
South,NotMetropolitanArea,0,14,NotBlack,205.76
Midwest,MetropolitanArea,18,14,NotBlack,493.83
West,MetropolitanArea,18,16,NotBlack,1519.47
South,NotMetropolitanArea,9,18,NotBlack,356.13
South,MetropolitanArea,3,14,Black,284.9
West,MetropolitanArea,16,15,NotBlack,474.83
Midwest,MetropolitanArea,1,12,NotBlack,246.91
South,NotMetropolitanArea,15,12,NotBlack,382.19
Northeast,MetropolitanArea,16,16,NotBlack,1068.38
Northeast,MetropolitanArea,40,8,NotBlack,569.8
South,NotMetropolitanArea,8,12,NotBlack,470.09
West,MetropolitanArea,8,18,NotBlack,474.83
South,MetropolitanArea,24,12,NotBlack,357.91
Midwest,NotMetropolitanArea,30,12,NotBlack,949.67
South,MetropolitanArea,10,10,NotBlack,411.52
South,NotMetropolitanArea,12,15,NotBlack,712.25
South,MetropolitanArea,5,16,Black,237.42
South,MetropolitanArea,8,16,NotBlack,629.15
South,MetropolitanArea,29,9,NotBlack,127.95
Midwest,MetropolitanArea,22,12,NotBlack,688.51
Northeast,MetropolitanArea,3,14,NotBlack,617.28
West,MetropolitanArea,11,12,NotBlack,1080.25
Northeast,MetropolitanArea,28,4,NotBlack,726.22
West,MetropolitanArea,33,12,NotBlack,474.83
South,MetropolitanArea,32,12,NotBlack,261.16
Northeast,MetropolitanArea,5,12,NotBlack,523.5
Midwest,NotMetropolitanArea,9,16,NotBlack,1234.57
Northeast,MetropolitanArea,35,12,Black,1068.38
Northeast,MetropolitanArea,12,12,NotBlack,403.61
Midwest,MetropolitanArea,54,7,Black,569.8
South,MetropolitanArea,24,12,Black,301.11
Northeast,MetropolitanArea,16,9,NotBlack,403.61
West,MetropolitanArea,3,10,NotBlack,211.3
Northeast,MetropolitanArea,31,18,NotBlack,1111.11
Midwest,NotMetropolitanArea,19,16,NotBlack,593.54
South,NotMetropolitanArea,10,11,NotBlack,411.52
West,NotMetropolitanArea,50,3,NotBlack,1012.98
South,NotMetropolitanArea,31,12,NotBlack,493.83
South,MetropolitanArea,26,14,NotBlack,1163.34
South,MetropolitanArea,42,16,NotBlack,1424.5
West,MetropolitanArea,4,13,NotBlack,355.53
West,MetropolitanArea,23,14,NotBlack,455.84
Northeast,MetropolitanArea,16,13,NotBlack,617.28
Midwest,MetropolitanArea,16,12,NotBlack,427.35
Northeast,MetropolitanArea,25,14,NotBlack,1139.6
Northeast,MetropolitanArea,26,13,NotBlack,876.07
South,MetropolitanArea,32,16,NotBlack,830.96
Midwest,NotMetropolitanArea,24,18,NotBlack,747.86
Northeast,MetropolitanArea,36,9,NotBlack,379.84
West,MetropolitanArea,9,14,NotBlack,534.19
Midwest,NotMetropolitanArea,0,13,NotBlack,98.35
South,NotMetropolitanArea,14,12,NotBlack,546.06
South,MetropolitanArea,10,16,NotBlack,427.35
West,MetropolitanArea,26,12,Black,854.7
West,MetropolitanArea,20,16,NotBlack,370.37
Midwest,MetropolitanArea,28,11,NotBlack,712.25
West,MetropolitanArea,42,12,NotBlack,308.64
West,MetropolitanArea,37,18,NotBlack,777.16
South,NotMetropolitanArea,23,14,Black,104.46
South,MetropolitanArea,5,12,NotBlack,166.19
South,NotMetropolitanArea,41,13,NotBlack,676.64
Northeast,MetropolitanArea,29,12,NotBlack,830.96
Northeast,NotMetropolitanArea,47,10,NotBlack,170.29
South,MetropolitanArea,16,17,NotBlack,969.85
West,MetropolitanArea,39,13,NotBlack,301.78
South,MetropolitanArea,20,14,NotBlack,641.03
West,MetropolitanArea,3,12,NotBlack,284.9
West,MetropolitanArea,31,12,NotBlack,569.8
West,MetropolitanArea,10,12,NotBlack,448.24
South,MetropolitanArea,12,14,Black,1068.38
South,MetropolitanArea,8,18,NotBlack,415.48
West,MetropolitanArea,13,12,NotBlack,688.51
Northeast,MetropolitanArea,30,6,NotBlack,351.38
Northeast,MetropolitanArea,22,12,NotBlack,729.52
Northeast,MetropolitanArea,18,13,NotBlack,673.12
Midwest,MetropolitanArea,33,7,NotBlack,284.9
South,MetropolitanArea,15,14,NotBlack,246.91
Midwest,MetropolitanArea,3,17,NotBlack,166.19
West,MetropolitanArea,3,15,NotBlack,256.41
Midwest,MetropolitanArea,34,16,NotBlack,1305.79
South,MetropolitanArea,7,14,NotBlack,546.06
South,MetropolitanArea,41,14,NotBlack,417.85
South,MetropolitanArea,7,12,Black,344.25
West,MetropolitanArea,13,18,NotBlack,474.83
West,MetropolitanArea,6,16,Black,676.64
Northeast,MetropolitanArea,9,12,NotBlack,337.13
West,MetropolitanArea,13,10,NotBlack,379.87
West,MetropolitanArea,31,14,NotBlack,631.15
Midwest,MetropolitanArea,4,14,NotBlack,593.54
West,MetropolitanArea,13,13,NotBlack,356.13
West,MetropolitanArea,26,12,NotBlack,213.68
Northeast,NotMetropolitanArea,20,12,NotBlack,750.24
Northeast,MetropolitanArea,21,13,Black,555.56
West,NotMetropolitanArea,30,14,NotBlack,709.88
South,NotMetropolitanArea,24,5,Black,189.93
Northeast,MetropolitanArea,27,12,NotBlack,1028.81
West,NotMetropolitanArea,35,4,NotBlack,332.38
Northeast,MetropolitanArea,44,14,NotBlack,1187.08
Northeast,MetropolitanArea,7,12,NotBlack,451.09
South,NotMetropolitanArea,33,12,NotBlack,858.26
West,MetropolitanArea,31,8,Black,261.16
Midwest,MetropolitanArea,2,16,NotBlack,605.41
South,MetropolitanArea,14,12,NotBlack,474.83
Midwest,MetropolitanArea,14,16,NotBlack,1305.79
Midwest,MetropolitanArea,8,15,NotBlack,830.96
Midwest,NotMetropolitanArea,14,12,NotBlack,664.77
West,NotMetropolitanArea,30,11,NotBlack,201.65
South,MetropolitanArea,2,16,NotBlack,676.64
Northeast,MetropolitanArea,16,12,NotBlack,1089.91
West,NotMetropolitanArea,3,13,NotBlack,308.64
South,MetropolitanArea,4,12,NotBlack,261.16
South,MetropolitanArea,28,12,NotBlack,428.67
South,NotMetropolitanArea,15,9,NotBlack,252.53
Northeast,NotMetropolitanArea,8,16,NotBlack,320.51
West,MetropolitanArea,24,10,NotBlack,352.73
Midwest,NotMetropolitanArea,28,12,NotBlack,415.48
West,MetropolitanArea,11,9,NotBlack,332.38
West,MetropolitanArea,7,16,NotBlack,902.18
West,MetropolitanArea,39,12,NotBlack,593.54
West,MetropolitanArea,15,16,NotBlack,973.41
Northeast,MetropolitanArea,6,16,NotBlack,1414.61
Northeast,MetropolitanArea,23,14,NotBlack,878.44
South,MetropolitanArea,12,12,NotBlack,593.54
Northeast,MetropolitanArea,41,12,NotBlack,641.03
Midwest,MetropolitanArea,42,12,NotBlack,451.09
West,MetropolitanArea,17,12,NotBlack,541.31
South,MetropolitanArea,48,7,NotBlack,258.78
West,NotMetropolitanArea,43,12,NotBlack,470.09
South,MetropolitanArea,3,16,NotBlack,617.28
Northeast,MetropolitanArea,21,18,NotBlack,1857.55
West,MetropolitanArea,19,14,NotBlack,735.99
Midwest,MetropolitanArea,13,10,NotBlack,537.99
West,MetropolitanArea,34,13,NotBlack,102.88
South,NotMetropolitanArea,9,16,NotBlack,356.13
Northeast,NotMetropolitanArea,44,9,NotBlack,386.47
South,NotMetropolitanArea,42,5,NotBlack,308.64
Northeast,MetropolitanArea,38,16,NotBlack,895.06
Midwest,MetropolitanArea,9,16,NotBlack,479.58
South,NotMetropolitanArea,18,12,NotBlack,569.8
Midwest,MetropolitanArea,11,13,NotBlack,997.15
West,MetropolitanArea,7,15,NotBlack,656.69
South,MetropolitanArea,12,18,NotBlack,1139.6
South,MetropolitanArea,19,18,NotBlack,368
Midwest,MetropolitanArea,41,12,NotBlack,1140.63
South,NotMetropolitanArea,29,12,NotBlack,854.7
West,MetropolitanArea,13,12,NotBlack,532.56
Midwest,MetropolitanArea,23,12,NotBlack,593.54
Midwest,MetropolitanArea,1,16,NotBlack,465.34
Northeast,MetropolitanArea,15,16,NotBlack,830.96
West,MetropolitanArea,12,18,NotBlack,1187.08
South,MetropolitanArea,13,17,NotBlack,997.15
South,NotMetropolitanArea,16,11,NotBlack,434.47
West,NotMetropolitanArea,36,18,NotBlack,1187.08
South,MetropolitanArea,28,12,NotBlack,356.13
West,MetropolitanArea,3,14,NotBlack,617.28
Midwest,MetropolitanArea,15,12,NotBlack,322.22
Midwest,MetropolitanArea,17,17,NotBlack,997.15
West,MetropolitanArea,14,15,NotBlack,237.42
South,NotMetropolitanArea,6,11,NotBlack,189.93
South,MetropolitanArea,19,14,Black,1329.53
Midwest,MetropolitanArea,11,17,NotBlack,1187.08
South,MetropolitanArea,20,13,NotBlack,679.01
South,MetropolitanArea,44,13,NotBlack,996.64
Midwest,MetropolitanArea,17,12,NotBlack,997.15
South,MetropolitanArea,21,12,NotBlack,259.92
South,MetropolitanArea,4,14,NotBlack,368
Northeast,MetropolitanArea,14,12,Black,451.09
South,MetropolitanArea,10,12,NotBlack,593.54
Northeast,MetropolitanArea,18,16,NotBlack,759.73
West,NotMetropolitanArea,28,14,NotBlack,617.28
Midwest,NotMetropolitanArea,6,12,NotBlack,332.38
Northeast,MetropolitanArea,20,16,NotBlack,1068.38
Midwest,MetropolitanArea,13,15,NotBlack,840.79
South,MetropolitanArea,7,16,NotBlack,411.52
South,MetropolitanArea,9,12,Black,237.42
West,NotMetropolitanArea,36,11,NotBlack,280.58
Midwest,NotMetropolitanArea,0,14,NotBlack,229.15
Midwest,MetropolitanArea,8,13,NotBlack,569.8
West,NotMetropolitanArea,35,15,NotBlack,1419.44
West,MetropolitanArea,11,12,NotBlack,514.08
Midwest,MetropolitanArea,32,14,NotBlack,1079.63
South,NotMetropolitanArea,21,12,NotBlack,427.35
Northeast,MetropolitanArea,4,12,NotBlack,189.93
Northeast,MetropolitanArea,19,17,NotBlack,735.99
South,MetropolitanArea,43,7,Black,292.02
Northeast,MetropolitanArea,14,14,NotBlack,973.41
Northeast,MetropolitanArea,13,16,NotBlack,1068.38
South,MetropolitanArea,20,18,NotBlack,1020.89
West,NotMetropolitanArea,17,12,NotBlack,878.44
Northeast,MetropolitanArea,14,18,NotBlack,1685.66
Northeast,MetropolitanArea,10,16,NotBlack,629.39
South,MetropolitanArea,9,12,NotBlack,569.8
Midwest,MetropolitanArea,14,13,Black,617.28
Midwest,MetropolitanArea,34,18,NotBlack,1531.34
Midwest,MetropolitanArea,30,15,NotBlack,854.7
West,MetropolitanArea,11,7,NotBlack,195.99
South,NotMetropolitanArea,18,17,NotBlack,522.32
Northeast,MetropolitanArea,9,17,NotBlack,671.11
Northeast,MetropolitanArea,30,18,NotBlack,1946.82
West,MetropolitanArea,45,12,NotBlack,593.54
Northeast,MetropolitanArea,7,13,NotBlack,474.83
Midwest,MetropolitanArea,26,12,NotBlack,617.28
South,MetropolitanArea,2,12,NotBlack,250.71
South,MetropolitanArea,7,12,Black,462.96
Midwest,MetropolitanArea,20,16,NotBlack,1424.5
Northeast,MetropolitanArea,9,18,NotBlack,949.67
Midwest,MetropolitanArea,18,18,NotBlack,1234.57
West,MetropolitanArea,18,6,NotBlack,204.18
Northeast,MetropolitanArea,23,12,NotBlack,522.32
Midwest,MetropolitanArea,5,14,NotBlack,474.83
Midwest,NotMetropolitanArea,36,10,NotBlack,474.83
Midwest,MetropolitanArea,11,16,NotBlack,462.96
Midwest,NotMetropolitanArea,13,12,NotBlack,275.4
South,MetropolitanArea,29,6,NotBlack,416.67
Midwest,MetropolitanArea,42,17,NotBlack,787.65
South,NotMetropolitanArea,42,12,NotBlack,271.6
South,MetropolitanArea,14,14,NotBlack,522.32
Midwest,MetropolitanArea,8,11,Black,81.13
Midwest,MetropolitanArea,29,12,NotBlack,902.18
Midwest,MetropolitanArea,5,11,NotBlack,197.53
Midwest,NotMetropolitanArea,6,12,NotBlack,379.87
South,NotMetropolitanArea,2,12,NotBlack,398.86
South,MetropolitanArea,8,14,Black,474.83
West,MetropolitanArea,0,12,NotBlack,188.73
Midwest,MetropolitanArea,39,12,NotBlack,474.83
Midwest,MetropolitanArea,3,16,NotBlack,215.17
West,NotMetropolitanArea,45,12,NotBlack,546.06
South,NotMetropolitanArea,44,13,NotBlack,759.73
West,MetropolitanArea,28,16,NotBlack,280.62
South,MetropolitanArea,28,16,NotBlack,308.64
Midwest,NotMetropolitanArea,20,12,NotBlack,359.57
Midwest,NotMetropolitanArea,25,12,NotBlack,605.18
South,MetropolitanArea,27,6,Black,233.97
Midwest,NotMetropolitanArea,34,18,NotBlack,617.28
Midwest,MetropolitanArea,5,12,NotBlack,284.9
West,MetropolitanArea,12,16,NotBlack,518.52
Midwest,MetropolitanArea,16,12,NotBlack,961.54
West,NotMetropolitanArea,0,12,NotBlack,185.19
South,MetropolitanArea,49,5,NotBlack,474.83
Midwest,MetropolitanArea,13,14,NotBlack,634.43
Midwest,MetropolitanArea,1,13,NotBlack,237.42
West,MetropolitanArea,7,18,NotBlack,902.18
Northeast,MetropolitanArea,23,18,NotBlack,1780.63
South,MetropolitanArea,8,15,NotBlack,712.25
South,NotMetropolitanArea,0,12,NotBlack,92.59
West,MetropolitanArea,15,12,NotBlack,222.22
South,MetropolitanArea,18,12,NotBlack,427.35
Midwest,MetropolitanArea,5,12,NotBlack,77.16
Midwest,MetropolitanArea,19,16,NotBlack,1310.54
Northeast,MetropolitanArea,26,13,NotBlack,740.74
South,MetropolitanArea,16,18,NotBlack,788.98
Midwest,NotMetropolitanArea,38,15,NotBlack,997.15
Midwest,NotMetropolitanArea,38,8,NotBlack,641.03
West,MetropolitanArea,13,12,NotBlack,921.18
South,MetropolitanArea,44,11,NotBlack,356.13
Northeast,MetropolitanArea,37,16,NotBlack,1187.08
Midwest,NotMetropolitanArea,34,18,NotBlack,185.19
South,MetropolitanArea,16,16,NotBlack,664.77
South,MetropolitanArea,16,12,NotBlack,448.72
South,MetropolitanArea,23,12,NotBlack,753.09
Northeast,MetropolitanArea,20,12,NotBlack,427.35
Midwest,MetropolitanArea,36,11,NotBlack,370.82
Midwest,MetropolitanArea,38,10,NotBlack,593.54
Midwest,MetropolitanArea,14,12,NotBlack,593.54
South,MetropolitanArea,22,9,NotBlack,161.04
South,MetropolitanArea,14,12,NotBlack,308.64
Midwest,MetropolitanArea,10,16,NotBlack,1086.42
Northeast,NotMetropolitanArea,39,12,NotBlack,235.11
West,MetropolitanArea,27,14,NotBlack,854.7
South,MetropolitanArea,18,16,NotBlack,664.77
South,NotMetropolitanArea,41,5,NotBlack,265.43
Midwest,MetropolitanArea,5,15,NotBlack,370.37
Northeast,MetropolitanArea,25,12,NotBlack,807.22
Midwest,MetropolitanArea,19,16,NotBlack,427.35
Northeast,MetropolitanArea,27,18,NotBlack,1661.92
Midwest,MetropolitanArea,35,16,NotBlack,2018.04
South,MetropolitanArea,12,14,Black,332.38
Northeast,MetropolitanArea,46,9,NotBlack,344.53
Midwest,NotMetropolitanArea,17,16,NotBlack,498.58
South,NotMetropolitanArea,20,15,NotBlack,233.2
Northeast,NotMetropolitanArea,16,14,NotBlack,427.35
Midwest,NotMetropolitanArea,12,16,NotBlack,325.93
South,MetropolitanArea,12,12,NotBlack,593.54
Northeast,MetropolitanArea,39,14,NotBlack,1312.92
West,MetropolitanArea,7,12,NotBlack,403.61
Northeast,MetropolitanArea,54,5,NotBlack,284.9
South,MetropolitanArea,6,13,NotBlack,308.64
West,MetropolitanArea,33,12,NotBlack,759.73
South,MetropolitanArea,14,15,NotBlack,1091.98
Northeast,MetropolitanArea,5,12,NotBlack,427.35
West,MetropolitanArea,12,14,NotBlack,1068.38
South,MetropolitanArea,8,12,NotBlack,826.21
West,MetropolitanArea,11,12,NotBlack,185.19
Midwest,MetropolitanArea,11,10,Black,86.42
Midwest,MetropolitanArea,4,16,NotBlack,280.15
Northeast,MetropolitanArea,18,16,NotBlack,1780.63
South,NotMetropolitanArea,18,12,NotBlack,569.8
Midwest,NotMetropolitanArea,18,18,NotBlack,544.35
Northeast,MetropolitanArea,8,12,NotBlack,510.86
Midwest,MetropolitanArea,36,16,NotBlack,1531.05
Midwest,NotMetropolitanArea,37,11,NotBlack,569.8
Northeast,NotMetropolitanArea,40,12,NotBlack,636.02
Midwest,MetropolitanArea,19,12,NotBlack,878.44
Midwest,NotMetropolitanArea,13,17,NotBlack,712.25
Midwest,MetropolitanArea,10,12,NotBlack,652.9
West,MetropolitanArea,32,16,NotBlack,1377.02
West,NotMetropolitanArea,32,16,NotBlack,593.54
Northeast,MetropolitanArea,13,14,NotBlack,820.62
Midwest,MetropolitanArea,7,18,NotBlack,645.77
Midwest,MetropolitanArea,29,12,NotBlack,902.18
Northeast,MetropolitanArea,27,14,NotBlack,1187.08
South,MetropolitanArea,13,13,NotBlack,740.74
West,MetropolitanArea,11,14,NotBlack,154.32
West,NotMetropolitanArea,29,12,NotBlack,498.58
South,NotMetropolitanArea,27,12,NotBlack,688.51
West,MetropolitanArea,26,14,NotBlack,751.48
South,MetropolitanArea,19,12,Black,830.96
Midwest,NotMetropolitanArea,35,12,NotBlack,474.83
West,MetropolitanArea,20,15,NotBlack,1741.06
South,MetropolitanArea,7,18,NotBlack,688.51
South,MetropolitanArea,37,10,NotBlack,997.15
Midwest,NotMetropolitanArea,19,12,NotBlack,427.35
West,MetropolitanArea,34,12,NotBlack,1127.73
Northeast,MetropolitanArea,12,12,Black,593.54
South,MetropolitanArea,40,9,NotBlack,949.67
West,MetropolitanArea,10,10,NotBlack,246.91
Midwest,MetropolitanArea,8,14,NotBlack,427.35
