Gene,GeneName,pValue
5141,AT1G77660,0.357903254
5142,AT1G78540,0.522859188
5143,AT2G01300,0.356367954
5144,AT2G01750,0.001903933
5145,AT2G03910,0.478352735
5146,AT2G14900,0.551386723
5147,AT2G18570,0.382267206
5148,AT2G21180,0.217469174
5149,AT2G21560,0.680363979
5150,AT2G27120,0.038562259
5151,AT2G32650,0.12204424
5152,AT2G36305,0.577133477
5153,AT2G37610,0.60547438
5154,AT2G44383,0.82164746
5155,AT2G45760,0.351958867
5156,AT2G45970,0.091962712
5157,AT2G46192,0.191447139
5158,AT2G46790,0.152047762
5159,AT3G02990,0.221514358
5160,AT3G03310,0.040055348
5161,AT3G08990,0.09390114
5162,AT3G10820,0.577119338
5163,AT3G14750,0.117200678
5164,AT3G16010,0.577145126
5165,AT3G17890,0.351968908
5166,AT3G21720,0.955540853
5167,AT3G24240,0.577080576
5168,AT3G27190,0.035271092
5169,AT3G42445,0.943552228
5170,AT3G47580,0.200401713
5171,AT3G52170,0.043720883
5172,AT3G52900,0.338151652
5173,AT3G53380,0.198234259
5174,AT3G56270,0.555726609
5175,AT3G56810,0.24912393
5176,AT3G58520,0.290942295
5177,AT3G61370,0.87539344
5178,AT3G62050,0.677470891
5179,AT4G00120,0.038562259
5180,AT4G01990,0.796608522
5181,AT4G03250,0.449471309
5182,AT4G03790,0.19876306
5183,AT4G05612,3.88E-05
5184,AT4G07820,0.092076676
5185,AT4G08160,0.270606457
5186,AT4G08410,0.613588668
5187,AT4G11470,0.014027786
5188,AT4G12050,0.515654124
5189,AT4G21745,0.253612634
5190,AT4G27652,0.192885792
5191,AT4G30610,0.028722961
5192,AT4G32710,0.048005911
5193,AT4G34320,0.185229628
5194,AT4G37380,0.14175269
5195,AT4G39470,0.277053982
5196,AT5G02780,0.0932986
5197,AT5G06810,0.099547079
5198,AT5G07800,0.569943205
5199,AT5G09270,0.492787173
5200,AT5G10310,0.806057452
5201,AT5G14690,0.838466976
5202,AT5G18290,0.954046266
5203,AT5G21080,0.781122257
5204,AT5G22545,0.00433153
5205,AT5G22560,0.284791792
5206,AT5G22680,0.577140766
5207,AT5G24380,0.714433634
5208,AT5G37290,0.207810308
5209,AT5G38890,0.596163528
5210,AT5G39890,0.312391647
5211,AT5G40270,0.109302136
5212,AT5G41060,0.84145339
5213,AT5G41270,0.701455807
5214,AT5G41610,0.123201299
5215,AT5G43020,0.914328645
5216,AT5G47445,0.004499033
5217,AT5G48175,0.013985309
5218,AT5G48720,0.358372937
5219,AT5G50760,0.048005911
5220,AT5G51080,0.214549784
5221,AT5G56520,0.590703812
5222,AT5G59490,0.047170358
5223,AT1G02290,0.765162191
5224,AT1G07170,0.650242481
5225,AT1G08340,0.296885382
5226,AT1G08590,0.859790105
5227,AT1G12380,0.310681668
5228,AT1G17270,0.266517197
5229,AT1G18340,0.747495672
5230,AT1G24200,0.271641178
5231,AT1G29090,0.511345838
5232,AT1G29280,0.333621629
5233,AT1G29550,0.318136383
5234,AT1G35320,0.809754389
5235,AT1G43790,0.714896261
5236,AT1G49620,0.000294273
5237,AT1G53887,0.582826414
5238,AT1G55390,0.74768411
5239,AT1G66510,0.013133706
5240,AT1G67220,0.141636293
5241,AT1G67770,0.141704437
5242,AT1G68940,0.2776142
5243,AT1G69950,0.036522306
5244,AT1G75335,0.740376565
5245,AT1G77650,2.18E-05
5246,AT1G78550,0.19805618
5247,AT2G01918,0.515736413
5248,AT2G02310,0.346210004
5249,AT2G02910,0.712285561
5250,AT2G05530,0.715838623
5251,AT2G06165,0.009150282
5252,AT2G06200,0.533250519
5253,AT2G07775,0.04537408
5254,AT2G11140,0.715176388
5255,AT2G14620,0.339546828
5256,AT2G17620,0.141707689
5257,AT2G20650,0.132818044
5258,AT2G22370,0.065281062
5259,AT2G25580,0.999999822
5260,AT2G26490,0.917692006
5261,AT2G27740,0.772131933
5262,AT2G28090,0.464495693
5263,AT2G28160,0.18437384
5264,AT2G28260,0.144379868
5265,AT2G30090,0.714873134
5266,AT2G32220,0.141714754
5267,AT2G35030,0.072365661
5268,AT2G35760,0.821897542
5269,AT2G37640,0.464561367
5270,AT2G39681,0.339546828
5271,AT2G40130,0.003545864
5272,AT2G40435,0.816047544
5273,AT2G40935,0.034369583
5274,AT2G41820,0.409788039
5275,AT2G42240,0.999999835
5276,AT2G43260,0.041270581
5277,AT2G46000,0.795031744
5278,AT3G02160,0.53297542
5279,AT3G06570,0.597085432
5280,AT3G06880,0.194981609
5281,AT3G13782,0.714897802
5282,AT3G15351,0.144133347
5283,AT3G17690,0.378365364
5284,AT3G21520,0.005825273
5285,AT3G29156,0.495982183
5286,AT3G30733,0.21511564
5287,AT3G31367,0.899565513
5288,AT3G45590,0.142990406
5289,AT3G48830,0.234115735
5290,AT3G52905,0.999999933
5291,AT3G52940,0.793604362
5292,AT3G53350,0.114641841
5293,AT3G55160,0.119048996
5294,AT3G57040,0.009396372
5295,AT3G57720,0.652065997
5296,AT3G58800,0.587954104
5297,AT3G60310,0.051920612
5298,AT3G61185,0.102991152
5299,AT3G62470,0.03080284
5300,AT4G02910,0.271580282
5301,AT4G11310,0.239580131
5302,AT4G13070,0.999999905
5303,AT4G19550,0.714900696
5304,AT4G20740,0.214151137
5305,AT4G22710,0.734015521
5306,AT4G25710,0.271703943
5307,AT4G27435,0.535038801
5308,AT4G32890,0.186840583
5309,AT4G33420,0.121544831
5310,AT4G37480,0.316207172
5311,AT5G02190,0.77693904
5312,AT5G05020,0.002714042
5313,AT5G05990,0.10993651
5314,AT5G07130,0.590138413
5315,AT5G11140,0.093514958
5316,AT5G12030,0.013813489
5317,AT5G15790,0.074479817
5318,AT5G17300,0.76752243
5319,AT5G19210,0.403188757
5320,AT5G19840,0.46454146
5321,AT5G41590,0.413431457
5322,AT5G42110,0.058160413
5323,AT5G44582,0.714068326
5324,AT5G44930,0.197590828
5325,AT5G48990,0.032475076
5326,AT5G54530,0.24555669
5327,AT5G55020,0.235710295
5328,AT5G55760,0.197049531
5329,AT5G55810,0.271710641
5330,AT5G57010,0.009059303
5331,AT5G59010,0.709568867
5332,AT5G59900,0.139508833
5333,AT5G60190,0.058255236
5334,AT5G63480,0.090392628
5335,AT5G64010,0.296374778
5336,AT5G65640,0.007698251
5337,AT5G66180,0.999970178
5338,AT5G66840,0.530676384
5339,AT5G67170,0.714899689
5340,AT1G03770,0.506498585
5341,AT1G04930,0.275584858
5342,AT1G09710,0.66826599
5343,AT1G10030,0.370000306
5344,AT1G11175,0.379918841
5345,AT1G11320,0.001418862
5346,AT1G14480,0.004029299
5347,AT1G16650,0.857450655
5348,AT1G17610,0.632891625
5349,AT1G19980,0.589727069
5350,AT1G28660,0.589713307
5351,AT1G32730,0.650873717
5352,AT1G47480,0.187808266
5353,AT1G55280,0.43016877
5354,AT1G58280,0.368121457
5355,AT1G61980,0.167149428
5356,AT1G62730,0.78427952
5357,AT1G63820,0.561546384
5358,AT1G68450,0.206641745
5359,AT1G70170,0.206666487
5360,AT1G70518,0.772615263
5361,AT1G73310,0.435341202
5362,AT1G73607,0.593470858
5363,AT1G75160,0.634029415
5364,AT1G77620,0.368115063
5365,AT1G79260,0.589729286
5366,AT2G01640,0.336308489
5367,AT2G02170,0.74608846
5368,AT2G02955,0.574054177
5369,AT2G12250,0.103504124
5370,AT2G17920,0.211799571
5371,AT2G18400,0.611559308
5372,AT2G22790,0.032831726
5373,AT2G22920,0.962684028
5374,AT2G23860,0.194551865
5375,AT2G29110,0.00392821
5376,AT2G29950,0.616529507
5377,AT2G32020,0.857437098
5378,AT2G32487,0.017712715
5379,AT2G33790,0.017712715
5380,AT2G34200,0.368119131
5381,AT2G36840,0.518922429
5382,AT2G39220,0.028240075
5383,AT2G40250,0.5897307
5384,AT2G41905,0.372726681
5385,AT2G42840,0.429389388
5386,AT2G42920,0.066071155
5387,AT2G43280,0.68274883
5388,AT2G45750,0.260194238
5389,AT2G46610,0.56935854
5390,AT2G47630,0.200338111
5391,AT3G04020,0.113243584
5392,AT3G04980,0.639661527
5393,AT3G06210,0.294316295
5394,AT3G06360,0.592737531
5395,AT3G08040,0.857556354
5396,AT3G10660,0.247628533
5397,AT3G13440,0.475567
5398,AT3G15950,0.180260801
5399,AT3G20898,0.318556026
5400,AT3G23890,0.404015327
5401,AT3G25655,1.22E-05
5402,AT3G30720,0.206708327
5403,AT3G44042,0.877602924
5404,AT3G48210,0.455391184
5405,AT3G50410,0.251429111
5406,AT3G51710,0.747645488
5407,AT3G58070,2.96E-12
5408,AT3G59100,0.589720097
5409,AT3G61350,0.144592328
5410,AT4G02210,0.022175629
5411,AT4G12330,0.356339457
5412,AT4G20140,0.511283071
5413,AT4G22745,0.461992216
5414,AT4G23660,0.380629469
5415,AT4G24050,0.138456236
5416,AT4G28250,0.119705514
5417,AT4G30000,0.378263758
5418,AT4G31520,0.222438798
5419,AT4G32810,0.634029415
5420,AT4G33100,0.693936646
5421,AT4G33450,1.22E-05
5422,AT4G33930,0.453844468
5423,AT4G35070,0.270453716
5424,AT4G36770,0.013722159
5425,AT4G37730,0.451345175
5426,AT4G38980,0.730376346
5427,AT5G03800,0.107722009
5428,AT5G10320,0.874875884
5429,AT5G10800,0.040005708
5430,AT5G14230,0.04753492
5431,AT5G20110,0.040005708
5432,AT5G22890,0.368070674
5433,AT5G23955,0.663814427
5434,AT5G24750,0.34619957
5435,AT5G24990,0.494112294
5436,AT5G25500,0.581874917
5437,AT5G26670,0.933763444
5438,AT5G35777,0.926209626
5439,AT5G35995,0.862596008
5440,AT5G37680,0.371558392
5441,AT5G37950,0.169904777
5442,AT5G41680,0.705555819
5443,AT5G43650,1.22E-05
5444,AT5G47360,0.124789527
5445,AT5G48280,0.424649599
5446,AT5G48450,0.399560227
5447,AT5G49690,0.935530391
5448,AT5G50240,0.52495108
5449,AT5G50565,0.911336188
5450,AT5G51540,0.792456021
5451,AT5G52545,0.674067068
5452,AT5G52990,0.102941411
5453,AT5G53090,0.033434738
5454,AT5G53710,0.688125807
5455,AT5G59570,0.195396403
5456,AT5G63650,0.855620954
5457,AT5G63830,0.004491405
5458,AT1G08400,0.007665817
5459,AT1G10586,0.103187045
5460,AT1G15840,0.001048266
5461,AT1G16300,0.019780284
5462,AT1G20390,0.551143783
5463,AT1G22880,0.021226246
5464,AT1G23010,0.120344685
5465,AT1G23460,0.486525405
5466,AT1G23620,0.075772979
5467,AT1G27590,0.723587719
5468,AT1G31920,0.304599536
5469,AT1G36060,0.715596711
5470,AT1G42650,0.723526589
5471,AT1G46120,0.765821717
5472,AT1G48000,0.287420168
5473,AT1G48360,0.77155938
5474,AT1G49990,0.074132509
5475,AT1G50700,0.197341093
5476,AT1G54215,0.862721445
5477,AT1G56260,0.529257599
5478,AT1G58190,0.004129693
5479,AT1G59970,0.702899141
5480,AT1G60080,0.041374089
5481,AT1G64270,2.73E-11
5482,AT1G66350,0.60024204
5483,AT1G72720,0.286243414
5484,AT1G73965,0.192994334
5485,AT1G77640,0.593417447
5486,AT1G80690,1
5487,AT2G02200,0.287358397
5488,AT2G03270,0.287422369
5489,AT2G03500,0.002777782
5490,AT2G04790,0.054570717
5491,AT2G06005,0.585141781
5492,AT2G13820,0.142295624
5493,AT2G13840,0.011216171
5494,AT2G16895,0.011817848
5495,AT2G18390,0.801073963
5496,AT2G22570,0.478934799
5497,AT2G22900,0.810277995
5498,AT2G26692,7.67E-07
5499,AT2G29060,0.775485742
5500,AT2G29525,0.008897478
5501,AT2G31110,4.82E-06
5502,AT2G32630,0.676571857
5503,AT2G36010,0.40663353
5504,AT2G41760,0.999999884
5505,AT2G42060,2.07E-11
5506,AT2G44980,0.141606455
5507,AT2G46860,4.57E-05
5508,AT2G47770,0.150967042
5509,AT3G01890,0.634400033
5510,AT3G03773,0.019111727
5511,AT3G05675,0.498147586
5512,AT3G06770,0.004416938
5513,AT3G07930,0.116809757
5514,AT3G19330,0.162157982
5515,AT3G19590,1
5516,AT3G22790,0.240420395
5517,AT3G23330,0.77155938
5518,AT3G25110,0.001468874
5519,AT3G25795,0.208691063
5520,AT3G33035,0.47940114
5521,AT3G46200,0.59959161
5522,AT3G46210,0.56473299
5523,AT3G47340,0.505363088
5524,AT3G49650,0.47892769
5525,AT3G51930,0.275339472
5526,AT3G53320,0.423607004
5527,AT3G53510,0.538387451
5528,AT3G56330,0.323149123
5529,AT3G56370,0.074639241
5530,AT3G59330,0.483197622
5531,AT4G03960,0.020398327
5532,AT4G08020,0.443749549
5533,AT4G13750,0.000171349
5534,AT4G15248,0.727656921
5535,AT4G17030,0.478932268
5536,AT4G17490,0.5833181
5537,AT4G17910,0.177308663
5538,AT4G18050,0.801033667
5539,AT4G18220,0.014990441
5540,AT4G19370,0.000345777
5541,AT4G23000,0.780476246
5542,AT4G35980,0.000694295
5543,AT4G36280,0.412945701
5544,AT4G37430,0.142937196
5545,AT4G38495,0.783975059
5546,AT4G39370,0.366622974
5547,AT4G40020,0.626393513
5548,AT5G02170,0.751400125
5549,AT5G03140,0.005610853
5550,AT5G03180,0.287413809
5551,AT5G06755,0.478879894
5552,AT5G07180,0.525403451
5553,AT5G10330,0.686800563
5554,AT5G10745,0.563981099
5555,AT5G10946,0.009613065
5556,AT5G15860,0.600307514
5557,AT5G16420,0.514118646
5558,AT5G20030,0.594888382
5559,AT5G27345,0.843395479
5560,AT5G27610,0.155101324
5561,AT5G28626,0.121944213
5562,AT5G35775,0.804763271
5563,AT5G36870,0.924260683
5564,AT5G37420,0.724374984
5565,AT5G40640,0.249792122
5566,AT5G42910,0.300882087
5567,AT5G44600,0.123259182
5568,AT5G50990,0.235523449
5569,AT5G53080,0.122085202
5570,AT5G54060,0.293396268
5571,AT5G59410,0.857839475
5572,AT5G61370,0.035097055
5573,AT5G63290,0.999999865
5574,AT1G01390,0.38316598
5575,AT1G01640,0.861802552
5576,AT1G08210,0.086084477
5577,AT1G08610,0.639959265
5578,AT1G12290,0.032701781
5579,AT1G17350,0.034281951
5580,AT1G25480,0.517112162
5581,AT1G26520,0.514802009
5582,AT1G28070,0.246774049
5583,AT1G30860,0.630983447
5584,AT1G41775,0.00014358
5585,AT1G55870,0.911301762
5586,AT1G61370,0.010383398
5587,AT1G69380,0.861799211
5588,AT1G69770,0.383165762
5589,AT1G71890,0.081692676
5590,AT1G72730,0.000834983
5591,AT1G74240,0.059430104
5592,AT1G74300,0.115068061
5593,AT1G74870,0.339844271
5594,AT1G76820,0.128291413
5595,AT1G78690,0.072425904
5596,AT2G02400,0.053195987
5597,AT2G07687,0.935383466
5598,AT2G07707,0.643569617
5599,AT2G14110,0.081851368
5600,AT2G17580,0.053196404
5601,AT2G18760,0.390424942
5602,AT2G19250,0.115068061
5603,AT2G19690,0.776778684
5604,AT2G20210,0.405662274
5605,AT2G27790,0.552717433
5606,AT2G28315,0.221319174
5607,AT2G29640,0.151502427
5608,AT2G29940,0.164729155
5609,AT2G32795,0.000368554
5610,AT2G34450,0.090745035
5611,AT2G40480,0.597953441
5612,AT2G43920,0.022788094
5613,AT2G44400,0.000445613
5614,AT2G45360,0.000923255
5615,AT3G03000,0.339857359
5616,AT3G07990,0.462065513
5617,AT3G09085,0.383184702
5618,AT3G10700,0.003130833
5619,AT3G10930,0.030305226
5620,AT3G12250,0.471528354
5621,AT3G12977,0.010255735
5622,AT3G13190,0.861799811
5623,AT3G17365,0.20845568
5624,AT3G22670,0.699559831
5625,AT3G23870,0.624300055
5626,AT3G24300,0.397388816
5627,AT3G25717,0.832031702
5628,AT3G43730,0.861694673
5629,AT3G43863,0.74555576
5630,AT3G45400,0.283585444
5631,AT3G48250,0.639580006
5632,AT3G51030,0.349789277
5633,AT3G51760,0.643952858
5634,AT3G52460,0.128194918
5635,AT3G52535,0.306616911
5636,AT3G61530,0.861788207
5637,AT3G63440,0.55895072
5638,AT4G00700,0.579834338
5639,AT4G00890,0.062477187
5640,AT4G02970,0.505808022
5641,AT4G03115,0.383177616
5642,AT4G04370,0.058686455
5643,AT4G14147,0.497564679
5644,AT4G17616,0.619653791
5645,AT4G18372,0.281153407
5646,AT4G21770,0.623261216
5647,AT4G23420,0.093894907
5648,AT4G24670,0.053165109
5649,AT4G30090,0.701780823
5650,AT4G31380,0.60122223
5651,AT4G31870,0.118620958
5652,AT4G34160,0.35633929
5653,AT4G36930,0.150972041
5654,AT4G38380,0.475660562
5655,AT4G40042,0.344344012
5656,AT5G01340,0.739036916
5657,AT5G04820,0.028640637
5658,AT5G06670,0.221258272
5659,AT5G10140,0.406464961
5660,AT5G13520,0.928026661
5661,AT5G16310,0.141624214
5662,AT5G19670,0.832031702
5663,AT5G21900,0.210191127
5664,AT5G24830,0.407332078
5665,AT5G27230,0.96546519
5666,AT5G35930,0.040332275
5667,AT5G37055,0.054863397
5668,AT5G39960,0.383421569
5669,AT5G41980,0.706096583
5670,AT5G42330,0.708026007
5671,AT5G47550,0.896804729
5672,AT5G47850,0.959865758
5673,AT5G53290,0.601264269
5674,AT5G56610,0.047630272
5675,AT5G57840,0.601266793
5676,AT5G66920,0.700415734
5677,AT1G05750,0.093205651
5678,AT1G10240,0.277154635
5679,AT1G13550,0.005676256
5680,AT1G13910,0.731522001
5681,AT1G14300,0.768416618
5682,AT1G14640,0.256037763
5683,AT1G15460,0.516377292
5684,AT1G17147,0.26940295
5685,AT1G18330,0.492216874
5686,AT1G19200,0.11109364
5687,AT1G20310,0.003693716
5688,AT1G22960,0.879236979
5689,AT1G27360,0.62539154
5690,AT1G31360,0.105921977
5691,AT1G46554,0.672077915
5692,AT1G48330,0.10770136
5693,AT1G48770,0.731522002
5694,AT1G50290,0.571830838
5695,AT1G51405,0.219996858
5696,AT1G55475,0.089004669
5697,AT1G56610,0.302213643
5698,AT1G59980,0.000932081
5699,AT1G60560,0.222456765
5700,AT1G62240,0.694305932
5701,AT1G62320,0.704235749
5702,AT1G62540,0.03758928
5703,AT1G63160,0.838924049
5704,AT1G64460,0.767208535
5705,AT1G64530,0.39971566
5706,AT1G68480,0.492172694
5707,AT1G77020,0.99997565
5708,AT2G05025,0.005123934
5709,AT2G05820,0.014793194
5710,AT2G07748,0.867004853
5711,AT2G11350,0.823535999
5712,AT2G13810,0.13235237
5713,AT2G14850,0.79358292
5714,AT2G18938,0.570465063
5715,AT2G24610,0.302229515
5716,AT2G25740,0.473772755
5717,AT2G29760,0.843807567
5718,AT2G33880,0.084060565
5719,AT2G34355,0.394657556
5720,AT2G36485,0.647173513
5721,AT2G37120,0.328273321
5722,AT2G38500,0.619671134
5723,AT2G40690,0.172569164
5724,AT2G41460,0.451563862
5725,AT2G41745,0.415369029
5726,AT2G42120,0.20079328
5727,AT2G45460,0.564843524
5728,AT2G45720,0.049798996
5729,AT3G02640,0.586974622
5730,AT3G04130,0.094159719
5731,AT3G14000,0.176406619
5732,AT3G14020,0.492159958
5733,AT3G14850,0.00613368
5734,AT3G15270,0.869067928
5735,AT3G17668,0.004152196
5736,AT3G18910,0.171235354
5737,AT3G20280,0.04357312
5738,AT3G22275,0.492305832
5739,AT3G22555,0.165913049
5740,AT3G23460,0.037438355
5741,AT3G24730,0.203229505
5742,AT3G26320,0.161401483
5743,AT3G26680,0.315883033
5744,AT3G27220,0.880125785
5745,AT3G28370,0.602156919
5746,AT3G44716,1
5747,AT3G49170,0.092137134
5748,AT3G50570,0.205703492
5749,AT3G50800,0.917316702
5750,AT3G51720,0.492221669
5751,AT3G52540,0.547567046
5752,AT3G53850,0.436635453
5753,AT3G55605,0.08035221
5754,AT3G56620,0.307393549
5755,AT3G57350,0.015606463
5756,AT3G58130,0.168063673
5757,AT3G63370,0.089774987
5758,AT4G03310,0.17325338
5759,AT4G04077,0.731628308
5760,AT4G04470,0.133709679
5761,AT4G05440,0.300098704
5762,AT4G08690,0.08283608
5763,AT4G11910,0.233712341
5764,AT4G12700,0.263915566
5765,AT4G13720,0.055279306
5766,AT4G15590,0.3022801
5767,AT4G19870,0.169250355
5768,AT4G26255,0.551351759
5769,AT4G26470,0.222993728
5770,AT4G31020,0.731502556
5771,AT5G04790,0.511185611
5772,AT5G05790,0.302222431
5773,AT5G07680,0.736613815
5774,AT5G10700,0.885136715
5775,AT5G10720,0.802314348
5776,AT5G15460,0.475103265
5777,AT5G26680,0.011906366
5778,AT5G26800,0.168058848
5779,AT5G28237,0.017887141
5780,AT5G35400,0.324550108
5781,AT5G39980,0.168065054
5782,AT5G40080,0.494500983
5783,AT5G41080,0.574896423
5784,AT5G41761,0.492211578
5785,AT5G45660,0.443571705
5786,AT5G45840,0.060057782
5787,AT5G48600,0.211856642
5788,AT5G51190,0.321010854
5789,AT5G51960,0.492224808
5790,AT5G61460,0.014456757
5791,AT5G63130,0.056236908
5792,AT5G63760,0.037492513
5793,AT5G65860,0.03516185
5794,AT1G01060,0.631633583
5795,AT1G04700,0.713298602
5796,AT1G05780,0.438020545
5797,AT1G11280,0.511314926
5798,AT1G11545,0.001658066
5799,AT1G11850,0.283832294
5800,AT1G12460,0.904370035
5801,AT1G16370,6.13E-05
5802,AT1G16430,0.100203916
5803,AT1G18290,0.09238391
5804,AT1G19250,0.168308991
5805,AT1G19480,0.142933263
5806,AT1G20823,0.16730158
5807,AT1G21070,0.206762051
5808,AT1G22660,0.758759827
5809,AT1G25270,0.235135355
5810,AT1G27180,0.023184813
5811,AT1G30370,0.1310883
5812,AT1G32190,0.644501915
5813,AT1G35516,0.086567596
5814,AT1G38360,0.898770484
5815,AT1G42377,0.611986583
5816,AT1G44191,0.804307934
5817,AT1G44780,0.487113218
5818,AT1G45140,0.026100933
5819,AT1G47720,0.552398926
5820,AT1G56000,0.005897302
5821,AT1G57560,0.119096708
5822,AT1G59860,0.706633142
5823,AT1G61180,0.044687846
5824,AT1G72140,0.291061717
5825,AT2G03667,0.620149707
5826,AT2G03670,0.305714722
5827,AT2G15910,0.628077757
5828,AT2G21320,0.694898899
5829,AT2G26870,0.429188925
5830,AT2G31150,0.029083936
5831,AT2G32885,0.000240025
5832,AT2G33440,0.952895664
5833,AT2G38695,0.690903138
5834,AT2G38920,0.126030198
5835,AT2G40200,0.023233167
5836,AT2G41210,0.165408097
5837,AT2G47260,0.548665466
5838,AT2G47370,0.221587245
5839,AT3G04040,0.447795596
5840,AT3G04850,0.486303285
5841,AT3G07080,0.76453688
5842,AT3G10120,0.545041302
5843,AT3G11480,0.108047241
5844,AT3G14570,0.870752374
5845,AT3G14590,0.863164692
5846,AT3G15400,0.150560218
5847,AT3G17740,0.141037207
5848,AT3G18620,0.113139976
5849,AT3G19790,0.397223339
5850,AT3G20480,0.849782368
5851,AT3G21460,0.30194207
5852,AT3G25100,0.4707745
5853,AT3G28345,0.23515815
5854,AT3G28770,0.569872894
5855,AT3G33595,0.762806214
5856,AT3G42256,0.963371161
5857,AT3G43526,0.009964595
5858,AT3G45610,0.715568194
5859,AT3G45890,0.397211641
5860,AT3G47040,0.125993869
5861,AT3G51320,0.710121294
5862,AT3G57480,0.000691316
5863,AT4G01280,0.118950246
5864,AT4G03210,0.033455124
5865,AT4G11060,0.541252905
5866,AT4G12680,0.71386938
5867,AT4G21510,0.26436042
5868,AT4G28780,0.092966345
5869,AT4G29310,0.124994467
5870,AT4G29920,0.049106637
5871,AT4G34250,0.068116404
5872,AT4G38410,0.18473969
5873,AT4G38760,0.732020771
5874,AT5G01510,0.39723576
5875,AT5G03440,0.737963314
5876,AT5G05840,0.611873831
5877,AT5G06790,0.309659923
5878,AT5G07590,0.068587177
5879,AT5G09800,0.01303088
5880,AT5G10110,0.125644344
5881,AT5G11990,0.482086638
5882,AT5G13880,0.371192818
5883,AT5G14100,0.063824811
5884,AT5G14610,0.581341417
5885,AT5G25620,0.596461722
