Region,MetropolitanStatus,Age,EducationCategory,EducationCode,Race,WeeklyEarnings
Northeast,Metropolitan,39,AssocDegAcadem,42,White,1192.3
West,Metropolitan,46,MastersDegree,44,White,1115.38
Midwest,Metropolitan,57,HighSchoolDiploma,39,White,800
Midwest,Metropolitan,38,HighSchoolDiploma,39,Black,840
South,Metropolitan,52,BachelorsDegree,43,White,1053.2
Midwest,Not Metropolitan,26,HighSchoolDiploma,39,White,400
West,Metropolitan,20,HighSchoolDiploma,39,White,288.75
South,Metropolitan,45,EleventhGrade,37,White,560
Midwest,Not Metropolitan,53,HighSchoolDiploma,39,White,700
West,Metropolitan,37,SomeCollegeButNoDegree,40,White,1204
Midwest,Metropolitan,57,SomeCollegeButNoDegree,40,White,1057.69
West,Metropolitan,47,BachelorsDegree,43,White,475
South,Metropolitan,48,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,61,BachelorsDegree,43,White,1846.15
Midwest,Metropolitan,59,HighSchoolDiploma,39,White,192
Midwest,Metropolitan,37,BachelorsDegree,43,White,1211.53
West,Not Metropolitan,39,TwelthButNoDiploma,38,White,1040
Midwest,Metropolitan,41,SomeCollegeButNoDegree,40,White,653
Midwest,Metropolitan,45,MastersDegree,44,White,1250
Northeast,Metropolitan,55,BachelorsDegree,43,Black,1200
West,Metropolitan,45,BachelorsDegree,43,White,1961.53
South,Metropolitan,40,SomeCollegeButNoDegree,40,White,900
West,Metropolitan,40,BachelorsDegree,43,White,807.69
Midwest,Not Metropolitan,48,MastersDegree,44,White,1634.61
West,Metropolitan,37,SomeCollegeButNoDegree,40,White,2200
West,Metropolitan,50,HighSchoolDiploma,39,White,1923.07
Midwest,Metropolitan,56,BachelorsDegree,43,Black,1538
South,Not Metropolitan,44,HighSchoolDiploma,39,White,520
West,Metropolitan,38,HighSchoolDiploma,39,White,192.3
South,Metropolitan,46,BachelorsDegree,43,White,2884.61
West,Not Metropolitan,61,HighSchoolDiploma,39,White,840
South,Metropolitan,30,AssocDegAcadem,42,White,1230.76
South,Metropolitan,29,HighSchoolDiploma,39,White,680
Midwest,Metropolitan,53,SomeCollegeButNoDegree,40,White,1153
Midwest,Metropolitan,43,HighSchoolDiploma,39,White,739.8
West,Metropolitan,41,AssocDegAcadem,42,White,1346.15
South,Metropolitan,33,SomeCollegeButNoDegree,40,White,826
Northeast,Metropolitan,56,MastersDegree,44,White,2884.61
South,Metropolitan,20,SeventhOrEighthGrade,34,White,400
Midwest,Metropolitan,50,AssocDegOccupVocat,41,White,1212
South,Metropolitan,56,HighSchoolDiploma,39,White,961
Midwest,Not Metropolitan,31,HighSchoolDiploma,39,White,385
Northeast,Metropolitan,46,MastersDegree,44,White,2788.46
West,Metropolitan,49,BachelorsDegree,43,White,1053
Northeast,Metropolitan,58,SomeCollegeButNoDegree,40,White,600
Northeast,Metropolitan,30,BachelorsDegree,43,White,961.53
Midwest,Metropolitan,43,HighSchoolDiploma,39,Black,840
South,Metropolitan,25,EleventhGrade,37,Black,600
Northeast,Metropolitan,41,MastersDegree,44,White,1053.2
West,Metropolitan,28,SomeCollegeButNoDegree,40,White,600
Midwest,Metropolitan,53,MastersDegree,44,White,1442.3
Midwest,Not Metropolitan,55,FirstSecondThirdOrFourthGrade,32,White,380
Northeast,Metropolitan,48,HighSchoolDiploma,39,Black,1153
West,Metropolitan,53,SomeCollegeButNoDegree,40,White,1015.38
Northeast,Metropolitan,59,NinthGrade,35,White,900
Northeast,Not Metropolitan,58,SomeCollegeButNoDegree,40,White,1692.3
South,Not Metropolitan,61,BachelorsDegree,43,White,903
South,Not Metropolitan,23,EleventhGrade,37,Black,185
West,Metropolitan,51,HighSchoolDiploma,39,White,673.07
West,Metropolitan,55,EleventhGrade,37,White,300
West,Metropolitan,61,DoctorateDegree,46,White,830.76
West,Metropolitan,51,SomeCollegeButNoDegree,40,White,290
West,Metropolitan,57,HighSchoolDiploma,39,White,1153.84
West,Metropolitan,49,HighSchoolDiploma,39,White,400
South,Metropolitan,25,HighSchoolDiploma,39,White,350
Northeast,Metropolitan,38,AssocDegOccupVocat,41,White,461.53
Midwest,Not Metropolitan,64,SomeCollegeButNoDegree,40,White,1080
Northeast,Metropolitan,51,SomeCollegeButNoDegree,40,White,461
Northeast,Metropolitan,50,BachelorsDegree,43,Black,1538.46
Northeast,Metropolitan,58,MastersDegree,44,White,1461.53
West,Not Metropolitan,30,SomeCollegeButNoDegree,40,White,1010
Northeast,Metropolitan,51,MastersDegree,44,White,1500
West,Metropolitan,53,SomeCollegeButNoDegree,40,White,720
South,Metropolitan,41,EleventhGrade,37,White,400
South,Metropolitan,20,TwelthButNoDiploma,38,White,450
Northeast,Metropolitan,45,BachelorsDegree,43,White,2120
Midwest,Metropolitan,49,DoctorateDegree,46,Black,1015
Midwest,Metropolitan,48,BachelorsDegree,43,White,2884.61
West,Metropolitan,20,AssocDegOccupVocat,41,Black,576.92
Northeast,Metropolitan,43,BachelorsDegree,43,White,1153.84
Northeast,Metropolitan,48,HighSchoolDiploma,39,White,671.6
Midwest,Metropolitan,66,BachelorsDegree,43,White,472
West,Not Metropolitan,24,HighSchoolDiploma,39,White,400
West,Not Identified,58,ProfSchoolDegree,45,White,961.53
South,Not Metropolitan,57,AssocDegAcadem,42,White,700
Northeast,Metropolitan,42,HighSchoolDiploma,39,White,1442.3
South,Metropolitan,41,AssocDegAcadem,42,White,1923.07
West,Metropolitan,68,HighSchoolDiploma,39,White,698
South,Not Metropolitan,51,BachelorsDegree,43,White,1153.84
West,Metropolitan,59,MastersDegree,44,White,961.53
West,Metropolitan,48,BachelorsDegree,43,White,2692.3
South,Metropolitan,54,SomeCollegeButNoDegree,40,White,800
South,Not Metropolitan,32,HighSchoolDiploma,39,White,557.69
Midwest,Metropolitan,57,HighSchoolDiploma,39,White,732
Northeast,Metropolitan,25,HighSchoolDiploma,39,White,1371
Northeast,Not Metropolitan,65,MastersDegree,44,White,1060
West,Not Identified,49,HighSchoolDiploma,39,White,987.5
South,Metropolitan,41,HighSchoolDiploma,39,White,1384.61
West,Metropolitan,39,SomeCollegeButNoDegree,40,White,1000
South,Not Metropolitan,45,EleventhGrade,37,White,730
Northeast,Not Metropolitan,25,SomeCollegeButNoDegree,40,White,400
West,Metropolitan,45,HighSchoolDiploma,39,White,395
West,Metropolitan,46,DoctorateDegree,46,White,997.5
Midwest,Metropolitan,35,BachelorsDegree,43,White,1000
West,Metropolitan,46,AssocDegAcadem,42,White,2884.61
Northeast,Metropolitan,51,SomeCollegeButNoDegree,40,White,400
Northeast,Metropolitan,64,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,42,HighSchoolDiploma,39,Black,519
Midwest,Metropolitan,41,ProfSchoolDegree,45,White,1192.3
Northeast,Not Metropolitan,36,AssocDegOccupVocat,41,White,2884.61
Midwest,Metropolitan,47,AssocDegOccupVocat,41,White,1153.84
Northeast,Metropolitan,24,BachelorsDegree,43,White,225
Midwest,Metropolitan,50,BachelorsDegree,43,White,2307.69
Northeast,Metropolitan,37,AssocDegOccupVocat,41,White,700
South,Not Metropolitan,38,HighSchoolDiploma,39,Black,840
West,Not Metropolitan,42,MastersDegree,44,White,961.53
South,Metropolitan,49,ProfSchoolDegree,45,White,1738
West,Metropolitan,24,HighSchoolDiploma,39,White,400
South,Metropolitan,28,SomeCollegeButNoDegree,40,White,440
West,Not Metropolitan,54,HighSchoolDiploma,39,White,1000
Northeast,Metropolitan,58,BachelorsDegree,43,White,2692.3
South,Metropolitan,39,HighSchoolDiploma,39,White,500
West,Metropolitan,50,BachelorsDegree,43,White,2884.61
Midwest,Not Metropolitan,25,HighSchoolDiploma,39,White,660
Northeast,Metropolitan,54,MastersDegree,44,White,2115.38
Midwest,Not Metropolitan,31,SomeCollegeButNoDegree,40,White,538.46
South,Metropolitan,36,AssocDegAcadem,42,White,1096.15
South,Not Metropolitan,39,BachelorsDegree,43,White,1153.84
South,Metropolitan,42,BachelorsDegree,43,White,1038.46
Midwest,Metropolitan,38,HighSchoolDiploma,39,Black,400
South,Metropolitan,33,SeventhOrEighthGrade,34,White,500
West,Metropolitan,43,AssocDegAcadem,42,White,2259.98
South,Metropolitan,36,HighSchoolDiploma,39,White,961
West,Metropolitan,58,MastersDegree,44,White,2200
Midwest,Metropolitan,28,SomeCollegeButNoDegree,40,White,2500
South,Metropolitan,39,SomeCollegeButNoDegree,40,White,807.69
Midwest,Not Metropolitan,22,HighSchoolDiploma,39,White,384
South,Metropolitan,33,BachelorsDegree,43,White,600
Midwest,Metropolitan,26,HighSchoolDiploma,39,White,1038.46
Northeast,Metropolitan,49,HighSchoolDiploma,39,White,1000
Midwest,Not Metropolitan,25,HighSchoolDiploma,39,White,358
Northeast,Metropolitan,46,BachelorsDegree,43,White,1040
Northeast,Not Metropolitan,46,HighSchoolDiploma,39,White,1442
Northeast,Metropolitan,41,BachelorsDegree,43,White,807.69
South,Metropolitan,24,SomeCollegeButNoDegree,40,White,320
South,Metropolitan,31,EleventhGrade,37,White,400
South,Metropolitan,42,SomeCollegeButNoDegree,40,Black,1384
West,Metropolitan,25,HighSchoolDiploma,39,White,615
Midwest,Not Metropolitan,49,MastersDegree,44,White,923.07
Midwest,Not Metropolitan,42,SomeCollegeButNoDegree,40,White,1038.46
South,Not Metropolitan,39,HighSchoolDiploma,39,White,967.6
West,Not Metropolitan,46,HighSchoolDiploma,39,White,850
South,Metropolitan,35,SomeCollegeButNoDegree,40,White,576.92
Midwest,Metropolitan,52,BachelorsDegree,43,White,2884.61
West,Metropolitan,39,HighSchoolDiploma,39,White,825
Northeast,Metropolitan,17,EleventhGrade,37,White,285
Midwest,Not Metropolitan,39,HighSchoolDiploma,39,White,384.61
West,Metropolitan,34,SomeCollegeButNoDegree,40,White,2144
West,Metropolitan,21,SomeCollegeButNoDegree,40,White,400
Midwest,Not Metropolitan,35,HighSchoolDiploma,39,White,315
Northeast,Metropolitan,26,AssocDegAcadem,42,White,961
Midwest,Metropolitan,60,ProfSchoolDegree,45,White,2884.61
South,Not Metropolitan,34,HighSchoolDiploma,39,White,900
Midwest,Metropolitan,44,MastersDegree,44,White,1942
Northeast,Not Metropolitan,58,SomeCollegeButNoDegree,40,White,1000
South,Metropolitan,46,TenthGrade,36,White,1128.8
Midwest,Not Metropolitan,37,HighSchoolDiploma,39,White,576
South,Metropolitan,34,HighSchoolDiploma,39,Black,730.76
Midwest,Metropolitan,51,EleventhGrade,37,Black,717.6
West,Metropolitan,38,FifthorSixthGrade,33,White,320
South,Metropolitan,38,FifthorSixthGrade,33,White,560
Northeast,Metropolitan,55,MastersDegree,44,White,2884.61
Northeast,Metropolitan,42,AssocDegAcadem,42,White,600
Northeast,Metropolitan,39,BachelorsDegree,43,White,884.61
West,Metropolitan,49,SomeCollegeButNoDegree,40,White,2884.61
Midwest,Not Metropolitan,45,AssocDegOccupVocat,41,White,1384
South,Not Metropolitan,38,BachelorsDegree,43,White,1100
West,Metropolitan,36,BachelorsDegree,43,Black,300
South,Metropolitan,51,AssocDegOccupVocat,41,White,680
South,Not Metropolitan,25,HighSchoolDiploma,39,White,850
Midwest,Metropolitan,52,ProfSchoolDegree,45,White,2884.61
South,Metropolitan,53,HighSchoolDiploma,39,White,2884.61
South,Not Metropolitan,22,HighSchoolDiploma,39,White,615.38
West,Metropolitan,35,HighSchoolDiploma,39,White,570
Northeast,Not Metropolitan,22,SomeCollegeButNoDegree,40,White,560
West,Metropolitan,45,SomeCollegeButNoDegree,40,White,960
Northeast,Metropolitan,58,SomeCollegeButNoDegree,40,White,1173.07
West,Metropolitan,61,BachelorsDegree,43,Black,1153.84
Northeast,Metropolitan,31,SomeCollegeButNoDegree,40,White,360
Midwest,Not Metropolitan,38,LessThanFirstGrade,31,White,1000
Midwest,Metropolitan,38,BachelorsDegree,43,White,1346.15
Midwest,Metropolitan,21,SomeCollegeButNoDegree,40,White,420
South,Metropolitan,51,HighSchoolDiploma,39,White,1470
South,Metropolitan,59,HighSchoolDiploma,39,White,961
South,Metropolitan,44,HighSchoolDiploma,39,White,640
Northeast,Not Metropolitan,42,HighSchoolDiploma,39,White,942.3
Northeast,Metropolitan,33,SomeCollegeButNoDegree,40,White,1711.53
South,Metropolitan,48,HighSchoolDiploma,39,Black,730.76
Northeast,Metropolitan,25,SomeCollegeButNoDegree,40,White,440
South,Metropolitan,41,HighSchoolDiploma,39,White,1192
Midwest,Metropolitan,57,BachelorsDegree,43,Black,1578.5
Midwest,Metropolitan,38,TwelthButNoDiploma,38,White,400
Northeast,Metropolitan,33,BachelorsDegree,43,White,1923.07
West,Metropolitan,25,BachelorsDegree,43,White,1500
West,Metropolitan,56,TwelthButNoDiploma,38,White,969.23
West,Metropolitan,61,SomeCollegeButNoDegree,40,White,600
Midwest,Not Metropolitan,44,AssocDegOccupVocat,41,White,961
Northeast,Metropolitan,49,BachelorsDegree,43,White,2115
Northeast,Metropolitan,44,HighSchoolDiploma,39,White,672
Midwest,Not Metropolitan,26,HighSchoolDiploma,39,White,600
West,Metropolitan,35,TenthGrade,36,White,800
West,Metropolitan,41,MastersDegree,44,White,807.69
Northeast,Metropolitan,59,MastersDegree,44,White,2884.61
Northeast,Metropolitan,30,SomeCollegeButNoDegree,40,Black,700
Midwest,Metropolitan,47,BachelorsDegree,43,White,1057.69
Northeast,Metropolitan,58,MastersDegree,44,White,2019.23
West,Metropolitan,31,SomeCollegeButNoDegree,40,White,553.84
Midwest,Metropolitan,20,HighSchoolDiploma,39,White,315
South,Metropolitan,54,HighSchoolDiploma,39,Black,673.07
West,Metropolitan,50,SomeCollegeButNoDegree,40,White,1339.5
South,Metropolitan,51,SomeCollegeButNoDegree,40,Black,670
West,Metropolitan,54,AssocDegAcadem,42,White,850
South,Metropolitan,18,HighSchoolDiploma,39,Black,576
West,Metropolitan,40,HighSchoolDiploma,39,White,360
South,Metropolitan,21,HighSchoolDiploma,39,Black,315
West,Metropolitan,36,BachelorsDegree,43,White,1153.84
Northeast,Metropolitan,54,MastersDegree,44,White,2307.69
South,Metropolitan,47,AssocDegOccupVocat,41,White,461
Midwest,Metropolitan,55,HighSchoolDiploma,39,White,1304
Midwest,Metropolitan,52,TwelthButNoDiploma,38,White,692.3
West,Metropolitan,38,SomeCollegeButNoDegree,40,White,540
South,Metropolitan,59,BachelorsDegree,43,White,884.61
South,Metropolitan,34,TwelthButNoDiploma,38,White,560
Midwest,Not Metropolitan,58,HighSchoolDiploma,39,White,1346.15
Northeast,Metropolitan,41,HighSchoolDiploma,39,White,360
Northeast,Metropolitan,22,SomeCollegeButNoDegree,40,White,288.75
Northeast,Metropolitan,50,HighSchoolDiploma,39,White,2115.38
Northeast,Metropolitan,34,SomeCollegeButNoDegree,40,White,620
West,Metropolitan,60,HighSchoolDiploma,39,White,385
Midwest,Not Metropolitan,57,SeventhOrEighthGrade,34,White,800
Midwest,Metropolitan,31,SomeCollegeButNoDegree,40,White,350
South,Metropolitan,38,HighSchoolDiploma,39,White,1100
Midwest,Not Metropolitan,31,BachelorsDegree,43,White,2884.61
South,Metropolitan,36,HighSchoolDiploma,39,White,1000
West,Metropolitan,35,HighSchoolDiploma,39,White,600
West,Metropolitan,26,HighSchoolDiploma,39,White,262.5
West,Metropolitan,43,EleventhGrade,37,White,936
Midwest,Not Metropolitan,28,HighSchoolDiploma,39,White,1000
West,Metropolitan,28,BachelorsDegree,43,White,865.38
Midwest,Not Metropolitan,50,HighSchoolDiploma,39,White,1538.46
South,Metropolitan,20,FifthorSixthGrade,33,White,500
West,Not Metropolitan,49,MastersDegree,44,White,1923.07
South,Metropolitan,64,HighSchoolDiploma,39,Black,961.53
West,Metropolitan,55,HighSchoolDiploma,39,White,390
Northeast,Not Metropolitan,56,HighSchoolDiploma,39,White,923.07
Midwest,Not Metropolitan,48,HighSchoolDiploma,39,White,632
Northeast,Not Metropolitan,51,AssocDegAcadem,42,White,826
West,Metropolitan,48,EleventhGrade,37,White,360
Midwest,Metropolitan,44,AssocDegOccupVocat,41,White,1606.71
South,Metropolitan,61,DoctorateDegree,46,White,2884.61
South,Metropolitan,24,TwelthButNoDiploma,38,White,560
South,Metropolitan,49,SomeCollegeButNoDegree,40,White,961
West,Metropolitan,42,HighSchoolDiploma,39,White,610
Midwest,Metropolitan,39,AssocDegAcadem,42,White,769.23
South,Metropolitan,20,SomeCollegeButNoDegree,40,White,380
South,Metropolitan,32,BachelorsDegree,43,White,2596.15
West,Metropolitan,48,BachelorsDegree,43,White,2307.69
Midwest,Not Metropolitan,49,HighSchoolDiploma,39,White,990
Midwest,Metropolitan,51,HighSchoolDiploma,39,White,903
Northeast,Metropolitan,40,MastersDegree,44,White,1000
West,Not Identified,21,EleventhGrade,37,White,380
Midwest,Metropolitan,53,MastersDegree,44,White,1326
West,Metropolitan,30,BachelorsDegree,43,White,2307
South,Metropolitan,49,HighSchoolDiploma,39,White,300
South,Metropolitan,42,HighSchoolDiploma,39,White,300
Midwest,Metropolitan,64,BachelorsDegree,43,White,1040
West,Metropolitan,26,NinthGrade,35,White,406
South,Metropolitan,56,SomeCollegeButNoDegree,40,White,880
Midwest,Metropolitan,24,HighSchoolDiploma,39,White,1046.25
Midwest,Not Metropolitan,56,HighSchoolDiploma,39,White,360
Midwest,Metropolitan,34,BachelorsDegree,43,White,788.46
Northeast,Metropolitan,56,HighSchoolDiploma,39,White,2076.92
South,Not Metropolitan,50,LessThanFirstGrade,31,White,300
Midwest,Metropolitan,27,BachelorsDegree,43,White,1000
West,Metropolitan,46,BachelorsDegree,43,White,1538.46
South,Metropolitan,58,SomeCollegeButNoDegree,40,Black,576
South,Not Metropolitan,34,BachelorsDegree,43,White,576
Midwest,Not Metropolitan,38,HighSchoolDiploma,39,White,632
Midwest,Metropolitan,38,BachelorsDegree,43,White,2403.84
Northeast,Metropolitan,44,TenthGrade,36,White,380
Midwest,Metropolitan,29,HighSchoolDiploma,39,White,370
Midwest,Metropolitan,52,HighSchoolDiploma,39,White,534.6
South,Metropolitan,39,HighSchoolDiploma,39,White,865
Midwest,Metropolitan,32,BachelorsDegree,43,White,1250
South,Metropolitan,56,SomeCollegeButNoDegree,40,White,1210
West,Metropolitan,56,AssocDegAcadem,42,White,1250
Northeast,Not Metropolitan,27,AssocDegAcadem,42,White,346.15
Northeast,Metropolitan,49,AssocDegAcadem,42,White,1050
South,Metropolitan,44,HighSchoolDiploma,39,Black,360
Northeast,Metropolitan,58,BachelorsDegree,43,White,2884.61
Northeast,Metropolitan,45,SomeCollegeButNoDegree,40,White,575
South,Metropolitan,47,FifthorSixthGrade,33,White,350
South,Metropolitan,36,HighSchoolDiploma,39,Black,566.83
Midwest,Metropolitan,65,BachelorsDegree,43,White,769
Northeast,Metropolitan,57,SomeCollegeButNoDegree,40,White,437.76
West,Metropolitan,40,BachelorsDegree,43,White,1538.46
Midwest,Metropolitan,43,BachelorsDegree,43,White,2115.38
Northeast,Not Metropolitan,40,HighSchoolDiploma,39,White,509.2
West,Metropolitan,54,HighSchoolDiploma,39,White,480
Midwest,Metropolitan,41,BachelorsDegree,43,White,900
Northeast,Metropolitan,49,HighSchoolDiploma,39,White,1050
South,Metropolitan,41,HighSchoolDiploma,39,White,576.92
Northeast,Metropolitan,52,HighSchoolDiploma,39,White,1307.69
Midwest,Metropolitan,54,BachelorsDegree,43,White,1942.3
Midwest,Metropolitan,32,BachelorsDegree,43,White,557.69
Northeast,Not Metropolitan,37,AssocDegAcadem,42,White,500
South,Metropolitan,29,BachelorsDegree,43,Black,1080
South,Metropolitan,48,SomeCollegeButNoDegree,40,White,680
South,Metropolitan,35,MastersDegree,44,White,882.69
West,Metropolitan,32,AssocDegOccupVocat,41,White,900
Northeast,Metropolitan,30,MastersDegree,44,White,1904
West,Metropolitan,41,AssocDegOccupVocat,41,White,480.76
Midwest,Metropolitan,51,MastersDegree,44,White,2096.15
Midwest,Metropolitan,54,BachelorsDegree,43,White,1538.46
South,Metropolitan,30,FifthorSixthGrade,33,White,500
Midwest,Metropolitan,59,MastersDegree,44,White,673.07
Midwest,Metropolitan,49,HighSchoolDiploma,39,White,520
Midwest,Not Metropolitan,51,HighSchoolDiploma,39,White,440
South,Not Metropolitan,49,AssocDegOccupVocat,41,White,1153.84
South,Metropolitan,27,MastersDegree,44,White,1134.61
West,Metropolitan,66,MastersDegree,44,White,2884
Midwest,Not Metropolitan,23,BachelorsDegree,43,White,673
