Region,MetropolitanStatus,Age,Sex,MaritalStatus,EdCode,Education,JobClass,WeeklyEarnings
Midwest,Not Metropolitan,26,Male,Married,39,HighSchoolDiploma,LocalGov,614.4
West,Metropolitan,34,Female,Married,40,SomeCollegeButNoDegree,LocalGov,923
West,Metropolitan,54,Female,Married,40,SomeCollegeButNoDegree,LocalGov,1040
South,Not Identified,67,Female,Married,39,HighSchoolDiploma,LocalGov,415.38
South,Metropolitan,58,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,520
Midwest,Not Metropolitan,39,Female,Married,39,HighSchoolDiploma,LocalGov,400
South,Metropolitan,23,Male,Not Married,39,HighSchoolDiploma,LocalGov,443.6
South,Metropolitan,40,Female,Married,44,MastersDegree,LocalGov,730.76
Midwest,Metropolitan,59,Male,Not Married,39,HighSchoolDiploma,LocalGov,673.07
South,Metropolitan,57,Female,Not Married,43,BachelorsDegree,LocalGov,1545.45
West,Metropolitan,29,Male,Married,40,SomeCollegeButNoDegree,LocalGov,769.23
Midwest,Metropolitan,35,Female,Not Married,43,BachelorsDegree,LocalGov,769.23
South,Not Metropolitan,32,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,300
South,Metropolitan,35,Female,Married,42,AssocDegAcadem,LocalGov,538.46
Northeast,Not Metropolitan,43,Female,Not Married,43,BachelorsDegree,LocalGov,800
Midwest,Metropolitan,51,Male,Married,43,BachelorsDegree,LocalGov,900
Midwest,Not Metropolitan,59,Male,Married,40,SomeCollegeButNoDegree,LocalGov,400
West,Metropolitan,26,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,340
Northeast,Metropolitan,58,Female,Not Married,44,MastersDegree,LocalGov,1041
Northeast,Metropolitan,44,Female,Not Married,39,HighSchoolDiploma,LocalGov,500
West,Metropolitan,55,Male,Married,46,DoctorateDegree,LocalGov,807
South,Metropolitan,52,Female,Married,44,MastersDegree,LocalGov,1096
South,Metropolitan,45,Female,Married,40,SomeCollegeButNoDegree,LocalGov,1152
West,Not Identified,64,Male,Married,42,AssocDegAcadem,LocalGov,884.61
West,Metropolitan,33,Male,Married,44,MastersDegree,LocalGov,1250
Northeast,Metropolitan,51,Female,Not Married,44,MastersDegree,LocalGov,2115.38
West,Not Metropolitan,48,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,600
South,Metropolitan,25,Female,Not Married,44,MastersDegree,LocalGov,450
Midwest,Not Metropolitan,23,Male,Not Married,43,BachelorsDegree,LocalGov,600
South,Metropolitan,41,Female,Married,43,BachelorsDegree,LocalGov,853.84
South,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,LocalGov,480
South,Not Metropolitan,55,Female,Married,41,AssocDegOccupVocat,LocalGov,325
Midwest,Metropolitan,57,Female,Not Married,42,AssocDegAcadem,LocalGov,650
West,Not Metropolitan,56,Female,Married,40,SomeCollegeButNoDegree,LocalGov,253.84
South,Not Metropolitan,47,Female,Married,43,BachelorsDegree,LocalGov,800
Midwest,Metropolitan,49,Male,Married,44,MastersDegree,LocalGov,1384
Northeast,Metropolitan,63,Male,Not Married,43,BachelorsDegree,LocalGov,961.53
Midwest,Not Metropolitan,56,Female,Married,44,MastersDegree,LocalGov,826
Northeast,Metropolitan,30,Female,Married,44,MastersDegree,LocalGov,1250
Midwest,Metropolitan,46,Female,Married,39,HighSchoolDiploma,LocalGov,612.5
Northeast,Metropolitan,57,Female,Married,44,MastersDegree,LocalGov,1692.3
South,Metropolitan,24,Female,Married,39,HighSchoolDiploma,LocalGov,461
South,Metropolitan,58,Female,Married,44,MastersDegree,LocalGov,1500
Northeast,Metropolitan,58,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,207.69
Midwest,Not Metropolitan,55,Female,Married,39,HighSchoolDiploma,LocalGov,1384
South,Metropolitan,57,Male,Married,43,BachelorsDegree,LocalGov,750
South,Metropolitan,48,Female,Married,40,SomeCollegeButNoDegree,LocalGov,490
South,Metropolitan,28,Female,Married,39,HighSchoolDiploma,LocalGov,346.15
Northeast,Metropolitan,50,Male,Married,43,BachelorsDegree,LocalGov,1711.53
Midwest,Metropolitan,57,Male,Married,39,HighSchoolDiploma,LocalGov,732
Midwest,Metropolitan,50,Female,Married,42,AssocDegAcadem,LocalGov,386.75
Northeast,Metropolitan,51,Female,Not Married,44,MastersDegree,LocalGov,850
Northeast,Metropolitan,51,Female,Not Married,39,HighSchoolDiploma,LocalGov,2057
South,Metropolitan,62,Male,Not Married,43,BachelorsDegree,LocalGov,1923.07
Midwest,Not Metropolitan,22,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,538
Midwest,Metropolitan,34,Female,Married,44,MastersDegree,LocalGov,1050
South,Not Metropolitan,56,Male,Not Married,39,HighSchoolDiploma,LocalGov,901
South,Metropolitan,32,Female,Married,45,ProfSchoolDegree,LocalGov,2173.07
Northeast,Metropolitan,33,Female,Married,44,MastersDegree,LocalGov,1057.69
South,Metropolitan,73,Male,Married,43,BachelorsDegree,LocalGov,1000
Northeast,Metropolitan,51,Female,Married,43,BachelorsDegree,LocalGov,750
Midwest,Metropolitan,37,Female,Married,44,MastersDegree,LocalGov,1692.3
South,Metropolitan,51,Male,Not Married,39,HighSchoolDiploma,LocalGov,250
Northeast,Metropolitan,46,Female,Married,43,BachelorsDegree,LocalGov,1346.15
Midwest,Not Metropolitan,44,Male,Not Married,39,HighSchoolDiploma,LocalGov,480
Midwest,Not Metropolitan,55,Female,Married,39,HighSchoolDiploma,LocalGov,231
West,Not Metropolitan,43,Male,Married,44,MastersDegree,LocalGov,1538.46
South,Metropolitan,64,Male,Married,40,SomeCollegeButNoDegree,LocalGov,584
West,Metropolitan,50,Male,Not Married,41,AssocDegOccupVocat,LocalGov,1508
Northeast,Metropolitan,46,Male,Married,39,HighSchoolDiploma,LocalGov,1336.8
West,Metropolitan,40,Female,Married,40,SomeCollegeButNoDegree,LocalGov,480.8
South,Not Metropolitan,55,Female,Married,40,SomeCollegeButNoDegree,LocalGov,980.76
Midwest,Not Metropolitan,25,Male,Not Married,39,HighSchoolDiploma,LocalGov,780
Northeast,Metropolitan,26,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,500
West,Metropolitan,50,Female,Not Married,43,BachelorsDegree,LocalGov,2.05
Midwest,Not Metropolitan,49,Male,Married,43,BachelorsDegree,LocalGov,738.46
South,Metropolitan,34,Male,Married,41,AssocDegOccupVocat,LocalGov,1189.44
Midwest,Not Metropolitan,57,Male,Married,43,BachelorsDegree,LocalGov,1384
South,Metropolitan,54,Female,Not Married,39,HighSchoolDiploma,LocalGov,369.23
South,Not Metropolitan,64,Female,Married,44,MastersDegree,LocalGov,961.53
Midwest,Metropolitan,35,Male,Married,43,BachelorsDegree,LocalGov,1000
South,Not Metropolitan,55,Female,Married,42,AssocDegAcadem,LocalGov,1000
West,Metropolitan,44,Female,Married,40,SomeCollegeButNoDegree,LocalGov,889
West,Not Metropolitan,61,Male,Married,44,MastersDegree,LocalGov,1173
West,Metropolitan,43,Female,Married,44,MastersDegree,LocalGov,1944.44
South,Metropolitan,64,Female,Married,39,HighSchoolDiploma,LocalGov,730
South,Metropolitan,43,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,876.92
West,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1280
Midwest,Metropolitan,36,Female,Married,44,MastersDegree,LocalGov,1057.69
Midwest,Not Metropolitan,60,Male,Not Married,42,AssocDegAcadem,LocalGov,550
Northeast,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,LocalGov,841
South,Metropolitan,25,Female,Married,43,BachelorsDegree,LocalGov,330
West,Metropolitan,48,Male,Married,34,SeventhOrEighthGrade,LocalGov,630
West,Metropolitan,25,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,369.23
Northeast,Metropolitan,55,Female,Married,39,HighSchoolDiploma,LocalGov,652.05
Northeast,Metropolitan,48,Male,Married,43,BachelorsDegree,LocalGov,1538.46
Midwest,Metropolitan,59,Male,Married,39,HighSchoolDiploma,LocalGov,192
Midwest,Metropolitan,45,Male,Not Married,39,HighSchoolDiploma,LocalGov,769.23
West,Metropolitan,46,Male,Married,43,BachelorsDegree,LocalGov,784.61
South,Metropolitan,40,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,650
West,Metropolitan,55,Female,Not Married,43,BachelorsDegree,LocalGov,894.23
South,Metropolitan,29,Female,Married,43,BachelorsDegree,LocalGov,730.76
Northeast,Metropolitan,54,Female,Not Married,43,BachelorsDegree,LocalGov,1314.55
Northeast,Metropolitan,25,Female,Not Married,44,MastersDegree,LocalGov,875
South,Metropolitan,66,Female,Married,42,AssocDegAcadem,LocalGov,580
West,Not Metropolitan,64,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1418.84
South,Metropolitan,51,Male,Married,39,HighSchoolDiploma,LocalGov,1057.69
West,Metropolitan,54,Female,Married,43,BachelorsDegree,LocalGov,1442.3
Midwest,Not Metropolitan,27,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,600
Northeast,Metropolitan,64,Male,Married,44,MastersDegree,LocalGov,1980.76
Northeast,Metropolitan,50,Male,Married,45,ProfSchoolDegree,LocalGov,1653.84
Midwest,Not Metropolitan,56,Female,Not Married,39,HighSchoolDiploma,LocalGov,740
South,Metropolitan,38,Female,Married,44,MastersDegree,LocalGov,276.92
Midwest,Metropolitan,43,Male,Married,42,AssocDegAcadem,LocalGov,865.38
Northeast,Metropolitan,57,Male,Married,44,MastersDegree,LocalGov,1500
Northeast,Metropolitan,37,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1153.84
South,Metropolitan,47,Female,Married,39,HighSchoolDiploma,LocalGov,600
Midwest,Metropolitan,55,Male,Married,44,MastersDegree,LocalGov,992.3
Northeast,Metropolitan,59,Female,Married,44,MastersDegree,LocalGov,1346.15
South,Metropolitan,51,Male,Married,42,AssocDegAcadem,LocalGov,440
South,Metropolitan,45,Female,Not Married,44,MastersDegree,LocalGov,1153.84
South,Metropolitan,40,Female,Married,43,BachelorsDegree,LocalGov,823.07
Midwest,Metropolitan,46,Female,Married,44,MastersDegree,LocalGov,380.1
Midwest,Metropolitan,22,Male,Not Married,39,HighSchoolDiploma,LocalGov,1006.5
South,Metropolitan,43,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,865.38
Midwest,Metropolitan,52,Female,Married,44,MastersDegree,LocalGov,1300
West,Metropolitan,55,Female,Married,44,MastersDegree,LocalGov,1153.84
West,Metropolitan,55,Male,Not Married,43,BachelorsDegree,LocalGov,1538.46
South,Metropolitan,37,Male,Married,43,BachelorsDegree,LocalGov,865.38
South,Not Metropolitan,24,Female,Not Married,42,AssocDegAcadem,LocalGov,153.84
Midwest,Not Metropolitan,42,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,1038.46
South,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1115
Midwest,Not Metropolitan,48,Male,Married,39,HighSchoolDiploma,LocalGov,632
Northeast,Not Metropolitan,55,Female,Married,40,SomeCollegeButNoDegree,LocalGov,381.2
Northeast,Metropolitan,58,Male,Married,44,MastersDegree,LocalGov,1461.53
Midwest,Not Metropolitan,48,Female,Not Married,39,HighSchoolDiploma,LocalGov,600
West,Metropolitan,43,Male,Married,38,TwelthButNoDiploma,LocalGov,615.38
West,Metropolitan,43,Male,Married,44,MastersDegree,LocalGov,1975
Northeast,Not Metropolitan,23,Female,Not Married,44,MastersDegree,LocalGov,874
West,Metropolitan,56,Male,Married,44,MastersDegree,LocalGov,1153.84
South,Not Metropolitan,44,Male,Married,39,HighSchoolDiploma,LocalGov,1000
South,Metropolitan,61,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1365.38
West,Metropolitan,29,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,1384.61
South,Metropolitan,45,Male,Married,41,AssocDegOccupVocat,LocalGov,673
West,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,LocalGov,805
Midwest,Metropolitan,23,Male,Not Married,43,BachelorsDegree,LocalGov,1269.23
South,Metropolitan,44,Female,Married,44,MastersDegree,LocalGov,1687.5
South,Metropolitan,26,Female,Not Married,44,MastersDegree,LocalGov,1250
Midwest,Metropolitan,27,Female,Not Married,44,MastersDegree,LocalGov,1057.69
Northeast,Metropolitan,51,Female,Married,39,HighSchoolDiploma,LocalGov,807
Northeast,Metropolitan,59,Male,Not Married,46,DoctorateDegree,LocalGov,961
Northeast,Not Metropolitan,27,Female,Not Married,44,MastersDegree,LocalGov,1548
West,Not Metropolitan,63,Female,Married,39,HighSchoolDiploma,LocalGov,774.65
West,Metropolitan,49,Female,Not Married,43,BachelorsDegree,LocalGov,769.23
West,Not Metropolitan,29,Male,Married,39,HighSchoolDiploma,LocalGov,680
West,Metropolitan,34,Male,Married,42,AssocDegAcadem,LocalGov,1600
Northeast,Metropolitan,38,Female,Married,39,HighSchoolDiploma,LocalGov,461.53
West,Not Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1154
West,Metropolitan,45,Male,Married,43,BachelorsDegree,LocalGov,2576.92
South,Metropolitan,61,Female,Married,42,AssocDegAcadem,LocalGov,300
West,Not Metropolitan,49,Female,Married,40,SomeCollegeButNoDegree,LocalGov,463.75
South,Metropolitan,53,Female,Married,39,HighSchoolDiploma,LocalGov,961.53
West,Metropolitan,63,Male,Not Married,44,MastersDegree,LocalGov,2125
South,Metropolitan,49,Male,Married,39,HighSchoolDiploma,LocalGov,380
South,Metropolitan,62,Male,Married,43,BachelorsDegree,LocalGov,673.07
Midwest,Not Metropolitan,32,Female,Married,42,AssocDegAcadem,LocalGov,1040
West,Metropolitan,52,Female,Married,39,HighSchoolDiploma,LocalGov,471
West,Metropolitan,44,Female,Married,43,BachelorsDegree,LocalGov,1384.61
South,Not Metropolitan,49,Female,Married,44,MastersDegree,LocalGov,807.69
South,Metropolitan,77,Female,Married,40,SomeCollegeButNoDegree,LocalGov,300
South,Metropolitan,39,Female,Not Married,43,BachelorsDegree,LocalGov,1781.25
Northeast,Metropolitan,47,Female,Married,43,BachelorsDegree,LocalGov,1061.53
West,Metropolitan,30,Male,Married,43,BachelorsDegree,LocalGov,1120
West,Metropolitan,60,Male,Married,40,SomeCollegeButNoDegree,LocalGov,760
West,Metropolitan,33,Female,Married,39,HighSchoolDiploma,LocalGov,846.4
West,Metropolitan,53,Male,Not Married,44,MastersDegree,LocalGov,830
Northeast,Metropolitan,25,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1480.76
West,Not Metropolitan,46,Female,Not Married,43,BachelorsDegree,LocalGov,750
Midwest,Metropolitan,52,Male,Not Married,39,HighSchoolDiploma,LocalGov,865.38
Midwest,Metropolitan,42,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,1307.69
Northeast,Metropolitan,67,Female,Married,46,DoctorateDegree,LocalGov,2038.46
Northeast,Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,LocalGov,400
South,Metropolitan,29,Female,Married,41,AssocDegOccupVocat,LocalGov,900
Northeast,Metropolitan,76,Male,Married,39,HighSchoolDiploma,LocalGov,480
Midwest,Metropolitan,45,Female,Married,44,MastersDegree,LocalGov,1057.69
Midwest,Not Metropolitan,49,Female,Married,43,BachelorsDegree,LocalGov,2403
South,Metropolitan,43,Female,Not Married,43,BachelorsDegree,LocalGov,807.69
Midwest,Metropolitan,67,Male,Married,41,AssocDegOccupVocat,LocalGov,1165
Midwest,Metropolitan,64,Female,Married,39,HighSchoolDiploma,LocalGov,600
South,Metropolitan,45,Female,Married,44,MastersDegree,LocalGov,1634.61
West,Metropolitan,41,Male,Not Married,39,HighSchoolDiploma,LocalGov,880
Northeast,Metropolitan,37,Male,Married,40,SomeCollegeButNoDegree,LocalGov,636.8
Northeast,Not Metropolitan,20,Male,Not Married,39,HighSchoolDiploma,Private,467.5
West,Metropolitan,59,Male,Married,43,BachelorsDegree,Private,1269
West,Metropolitan,62,Male,Married,34,SeventhOrEighthGrade,Private,1222
West,Metropolitan,39,Male,Married,39,HighSchoolDiploma,Private,276.92
South,Not Metropolitan,60,Female,Married,36,TenthGrade,Private,426.3
South,Metropolitan,23,Male,Not Married,43,BachelorsDegree,Private,1150
West,Not Metropolitan,19,Female,Married,39,HighSchoolDiploma,Private,485.2
South,Metropolitan,37,Male,Married,40,SomeCollegeButNoDegree,Private,680
Northeast,Metropolitan,20,Female,Not Married,40,SomeCollegeButNoDegree,Private,276
Midwest,Not Metropolitan,53,Female,Married,40,SomeCollegeButNoDegree,Private,400
West,Metropolitan,41,Male,Married,43,BachelorsDegree,Private,2884.61
West,Metropolitan,48,Male,Married,43,BachelorsDegree,Private,2500
South,Metropolitan,29,Male,Married,43,BachelorsDegree,Private,600
Northeast,Metropolitan,28,Male,Married,39,HighSchoolDiploma,Private,961
South,Metropolitan,44,Female,Not Married,43,BachelorsDegree,Private,865.38
Midwest,Metropolitan,35,Female,Married,39,HighSchoolDiploma,Private,403.84
Midwest,Metropolitan,58,Male,Married,43,BachelorsDegree,Private,900
Northeast,Metropolitan,22,Female,Not Married,43,BachelorsDegree,Private,519.23
Midwest,Metropolitan,44,Male,Not Married,41,AssocDegOccupVocat,Private,1606.71
West,Not Metropolitan,27,Female,Not Married,38,TwelthButNoDiploma,Private,315.4
South,Metropolitan,60,Male,Married,39,HighSchoolDiploma,Private,807.69
West,Metropolitan,42,Female,Married,42,AssocDegAcadem,Private,942
South,Metropolitan,43,Male,Not Married,43,BachelorsDegree,Private,2403.84
West,Metropolitan,33,Female,Married,40,SomeCollegeButNoDegree,Private,567.2
South,Metropolitan,53,Male,Not Married,43,BachelorsDegree,Private,1153
West,Metropolitan,42,Male,Married,39,HighSchoolDiploma,Private,680
South,Metropolitan,63,Male,Married,39,HighSchoolDiploma,Private,960
Northeast,Not Metropolitan,29,Male,Not Married,39,HighSchoolDiploma,Private,400
West,Metropolitan,35,Male,Married,40,SomeCollegeButNoDegree,Private,1461
West,Metropolitan,42,Male,Married,39,HighSchoolDiploma,Private,1280
West,Metropolitan,32,Female,Married,40,SomeCollegeButNoDegree,Private,480
South,Metropolitan,45,Female,Not Married,43,BachelorsDegree,Private,1501.6
West,Not Metropolitan,58,Male,Married,44,MastersDegree,Private,961.53
Northeast,Not Metropolitan,51,Male,Married,42,AssocDegAcadem,Private,826
Midwest,Metropolitan,43,Male,Married,39,HighSchoolDiploma,Private,1722
South,Metropolitan,37,Female,Married,39,HighSchoolDiploma,Private,769.23
West,Metropolitan,31,Male,Married,40,SomeCollegeButNoDegree,Private,553.84
Midwest,Metropolitan,47,Male,Married,43,BachelorsDegree,Private,1057.69
Midwest,Not Metropolitan,54,Female,Married,41,AssocDegOccupVocat,Private,462
South,Metropolitan,63,Female,Married,39,HighSchoolDiploma,Private,600
West,Metropolitan,26,Male,Not Married,39,HighSchoolDiploma,Private,480.76
Midwest,Metropolitan,52,Male,Married,41,AssocDegOccupVocat,Private,1153.84
South,Metropolitan,30,Female,Not Married,41,AssocDegOccupVocat,Private,288.46
Northeast,Metropolitan,48,Female,Married,39,HighSchoolDiploma,Private,684.19
Northeast,Not Metropolitan,56,Female,Not Married,39,HighSchoolDiploma,Private,420.8
Midwest,Metropolitan,33,Male,Married,39,HighSchoolDiploma,Private,920
West,Metropolitan,38,Male,Married,35,NinthGrade,Private,750
Midwest,Metropolitan,29,Female,Not Married,42,AssocDegAcadem,Private,500
West,Metropolitan,43,Male,Not Married,42,AssocDegAcadem,Private,2259.98
West,Not Metropolitan,27,Male,Not Married,43,BachelorsDegree,Private,640
South,Metropolitan,33,Female,Married,39,HighSchoolDiploma,Private,704
West,Metropolitan,28,Female,Not Married,39,HighSchoolDiploma,Private,549.2
Midwest,Metropolitan,47,Male,Not Married,41,AssocDegOccupVocat,Private,1153.84
Northeast,Metropolitan,25,Male,Not Married,40,SomeCollegeButNoDegree,Private,434.8
Northeast,Metropolitan,53,Female,Married,42,AssocDegAcadem,Private,1300
West,Metropolitan,34,Female,Married,43,BachelorsDegree,Private,530
South,Not Metropolitan,62,Female,Married,39,HighSchoolDiploma,Private,608
West,Metropolitan,42,Female,Married,39,HighSchoolDiploma,Private,375
South,Not Metropolitan,33,Female,Married,45,ProfSchoolDegree,Private,730.8
Midwest,Not Metropolitan,64,Male,Married,40,SomeCollegeButNoDegree,Private,961.53
South,Metropolitan,29,Female,Not Married,37,EleventhGrade,Private,320
Midwest,Metropolitan,35,Male,Married,39,HighSchoolDiploma,Private,480
Midwest,Metropolitan,28,Male,Not Married,43,BachelorsDegree,Private,1384.61
Midwest,Metropolitan,34,Male,Married,39,HighSchoolDiploma,Private,835
West,Not Metropolitan,21,Male,Not Married,37,EleventhGrade,Private,340
South,Metropolitan,38,Male,Not Married,44,MastersDegree,Private,480
